Total Nacional,Comunidades y Ciudades Autnomas,Provincias,Rgimen y estado,Periodo,Total
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M06,47
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M05,24
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M04,38
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M03,49
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M02,58
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M01,77
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M12,84
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M11,43
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M10,50
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M09,32
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M08,82
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M07,114
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M06,74
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M05,60
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M04,40
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M03,55
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M02,62
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2019M01,59
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M12,58
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M11,73
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M10,61
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M09,55
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M08,99
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M07,107
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M06,90
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M05,142
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M04,51
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M03,45
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M02,60
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2018M01,53
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M12,76
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M11,44
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M10,58
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M09,43
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M08,44
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M07,44
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M06,34
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M05,46
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M04,44
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M03,56
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M02,48
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2017M01,46
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M12,40
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M11,36
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M10,38
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M09,29
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M08,50
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M07,45
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M06,58
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M05,47
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M04,56
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M03,57
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M02,73
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2016M01,62
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M12,55
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M11,44
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M10,37
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M09,49
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M08,61
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M07,47
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M06,53
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M05,41
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M04,48
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M03,56
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M02,53
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2015M01,60
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M12,51
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M11,57
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M10,61
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M09,56
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M08,54
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M07,48
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M06,78
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M05,71
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M04,73
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M03,80
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M02,73
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2014M01,101
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M12,65
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M11,92
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M10,67
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M09,52
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M08,147
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M07,61
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M06,128
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M05,120
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M04,133
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M03,79
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M02,140
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2013M01,112
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M12,73
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M11,127
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M10,144
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M09,82
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M08,149
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M07,87
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M06,55
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M05,125
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M04,109
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M03,78
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M02,107
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2012M01,196
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M12,77
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M11,198
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M10,76
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M09,106
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M08,101
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M07,87
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M06,69
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M05,110
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M04,73
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M03,195
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M02,157
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2011M01,146
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M12,130
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M11,99
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M10,87
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M09,92
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M08,212
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M07,179
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M06,188
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M05,110
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M04,115
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M03,133
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M02,202
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2010M01,171
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M12,188
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M11,187
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M10,147
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M09,157
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M08,176
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M07,177
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M06,142
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M05,129
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M04,187
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M03,215
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M02,143
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2009M01,178
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M12,210
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M11,204
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M10,319
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M09,218
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M08,254
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M07,282
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M06,255
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M05,284
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M04,325
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M03,331
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M02,338
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2008M01,441
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M12,258
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M11,459
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M10,422
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M09,433
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M08,482
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M07,345
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M06,380
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M05,533
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M04,450
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M03,415
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M02,463
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2007M01,587
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2023M04,282
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2023M03,388
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2023M02,326
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2023M01,392
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M12,313
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M11,290
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M10,382
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M09,281
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M08,331
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M07,263
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M06,342
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M05,297
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M04,346
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M03,374
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M02,371
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2022M01,297
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M12,380
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M11,340
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M10,277
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M09,320
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M08,291
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M07,341
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M06,311
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M05,331
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M04,316
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M03,348
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M02,409
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2021M01,316
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M12,251
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M11,249
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M10,229
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M09,212
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M08,219
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M07,194
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M06,149
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M05,111
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M04,175
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M03,284
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M02,275
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2020M01,353
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M12,202
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M11,220
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M10,249
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M09,212
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M08,259
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M07,304
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M06,227
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M05,273
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M04,213
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M03,285
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M02,253
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2019M01,298
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M12,229
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M11,217
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M10,254
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M09,217
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M08,277
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M07,254
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M06,299
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M05,256
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M04,231
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M03,253
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M02,283
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2018M01,281
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M12,186
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M11,259
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M10,220
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M09,236
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M08,243
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M07,249
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M06,277
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M05,283
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M04,176
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M03,236
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M02,226
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2017M01,229
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M12,188
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M11,210
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M10,170
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M09,209
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M08,223
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M07,230
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M06,219
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M05,216
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M04,213
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M03,186
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M02,204
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2016M01,212
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M12,180
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M11,143
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M10,140
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M09,180
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M08,194
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M07,226
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M06,131
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M05,139
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M04,162
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M03,156
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M02,204
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2015M01,192
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M12,133
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M11,140
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M10,147
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M09,102
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M08,114
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M07,150
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M06,100
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M05,119
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M04,104
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M03,113
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M02,129
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2014M01,122
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M12,96
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M11,81
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M10,85
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M09,120
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M08,140
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M07,118
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M06,83
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M05,120
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M04,99
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M03,111
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M02,161
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2013M01,169
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M12,166
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M11,111
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M10,116
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M09,87
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M08,154
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M07,157
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M06,125
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M05,116
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M04,70
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M03,107
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M02,135
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2012M01,160
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M12,83
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M11,117
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M10,90
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M09,87
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M08,141
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M07,101
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M06,96
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M05,116
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M04,107
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M03,155
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M02,198
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2011M01,190
Total Nacional,09 Catalua,25 Lleida,Vivienda usada,2010M12,173
