Total Nacional,Comunidades y Ciudades Autnomas,Provincias,Rgimen y estado,Periodo,Total
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2019M07,42
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2019M06,43
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2019M05,49
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2019M04,30
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2019M03,40
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2019M02,33
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2019M01,46
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M12,23
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M11,34
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M10,52
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M09,49
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M08,34
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M07,31
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M06,36
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M05,30
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M04,38
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M03,58
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M02,35
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2018M01,49
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M12,32
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M11,34
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M10,28
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M09,36
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M08,25
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M07,41
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M06,33
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M05,43
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M04,58
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M03,46
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M02,50
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2017M01,40
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M12,32
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M11,36
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M10,29
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M09,41
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M08,50
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M07,28
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M06,37
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M05,31
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M04,33
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M03,56
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M02,34
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2016M01,22
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M12,24
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M11,30
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M10,28
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M09,39
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M08,18
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M07,28
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M06,16
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M05,25
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M04,24
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M03,25
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M02,19
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2015M01,22
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M12,32
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M11,29
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M10,13
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M09,34
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M08,17
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M07,21
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M06,24
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M05,16
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M04,17
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M03,12
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M02,27
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2014M01,27
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M12,26
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M11,14
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M10,14
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M09,24
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M08,25
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M07,18
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M06,21
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M05,17
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M04,15
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M03,12
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M02,16
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2013M01,49
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M12,9
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M11,22
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M10,11
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M09,55
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M08,14
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M07,19
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M06,22
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M05,9
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M04,10
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M03,49
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M02,16
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2012M01,21
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M12,11
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M11,18
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M10,17
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M09,17
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M08,18
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M07,7
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M06,18
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M05,30
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M04,17
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M03,24
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M02,31
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2011M01,33
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M12,10
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M11,31
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M10,10
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M09,19
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M08,29
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M07,42
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M06,31
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M05,44
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M04,61
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M03,35
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M02,45
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2010M01,25
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M12,25
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M11,18
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M10,42
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M09,55
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M08,17
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M07,42
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M06,15
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M05,12
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M04,9
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M03,28
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M02,10
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2009M01,7
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M12,12
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M11,17
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M10,8
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M09,22
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M08,16
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M07,41
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M06,22
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M05,25
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M04,27
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M03,19
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M02,20
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2008M01,41
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M12,19
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M11,16
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M10,31
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M09,26
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M08,23
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M07,29
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M06,45
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M05,66
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M04,39
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M03,54
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M02,64
Total Nacional,09 Catalua,17 Girona,Vivienda protegida,2007M01,112
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2023M04,357
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2023M03,496
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2023M02,429
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2023M01,478
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M12,406
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M11,380
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M10,480
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M09,379
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M08,422
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M07,329
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M06,409
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M05,360
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M04,437
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M03,474
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M02,443
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2022M01,363
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M12,477
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M11,460
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M10,396
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M09,401
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M08,374
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M07,390
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M06,379
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M05,404
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M04,370
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M03,469
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M02,516
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2021M01,423
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M12,321
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M11,307
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M10,299
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M09,266
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M08,259
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M07,240
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M06,196
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M05,135
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M04,213
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M03,333
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M02,333
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2020M01,430
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M12,286
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M11,263
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M10,299
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M09,244
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M08,341
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M07,418
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M06,301
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M05,333
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M04,253
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M03,340
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M02,315
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2019M01,357
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M12,287
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M11,290
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M10,315
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M09,272
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M08,376
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M07,361
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M06,389
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M05,398
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M04,282
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M03,298
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M02,343
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2018M01,334
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M12,262
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M11,303
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M10,278
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M09,279
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M08,287
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M07,293
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M06,311
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M05,329
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M04,220
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M03,292
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M02,274
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2017M01,275
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M12,228
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M11,246
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M10,208
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M09,238
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M08,273
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M07,275
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M06,277
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M05,263
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M04,269
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M03,243
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M02,277
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2016M01,274
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M12,235
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M11,187
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M10,177
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M09,229
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M08,255
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M07,273
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M06,184
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M05,180
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M04,210
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M03,212
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M02,257
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2015M01,252
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M12,184
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M11,197
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M10,208
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M09,158
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M08,168
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M07,198
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M06,178
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M05,190
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M04,177
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M03,193
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M02,202
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2014M01,223
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M12,161
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M11,173
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M10,152
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M09,172
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M08,287
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M07,179
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M06,211
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M05,240
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M04,232
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M03,190
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M02,301
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2013M01,281
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M12,239
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M11,238
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M10,260
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M09,169
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M08,303
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M07,244
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M06,180
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M05,241
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M04,179
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M03,185
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M02,242
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2012M01,356
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M12,160
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M11,315
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M10,166
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M09,193
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M08,242
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M07,188
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M06,165
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M05,226
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M04,180
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M03,350
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M02,355
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2011M01,336
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M12,303
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M11,254
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M10,178
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M09,213
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M08,386
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M07,353
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M06,305
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M05,238
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M04,227
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M03,290
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M02,428
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2010M01,308
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M12,316
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M11,341
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M10,253
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M09,287
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M08,303
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M07,330
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M06,254
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M05,283
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M04,287
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M03,356
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M02,245
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2009M01,386
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M12,319
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M11,317
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M10,465
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M09,380
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M08,401
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M07,468
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M06,470
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M05,463
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M04,585
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M03,531
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M02,567
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2008M01,801
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M12,465
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M11,729
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M10,652
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M09,690
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M08,834
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M07,681
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M06,725
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M05,936
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M04,787
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M03,779
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M02,830
Total Nacional,09 Catalua,25 Lleida,Viviendas: Total,2007M01,1.093
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2023M04,75
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2023M03,108
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2023M02,103
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2023M01,86
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M12,93
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M11,90
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M10,98
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M09,98
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M08,91
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M07,66
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M06,67
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M05,63
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M04,91
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M03,100
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M02,72
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2022M01,66
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M12,97
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M11,120
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M10,119
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M09,81
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M08,83
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M07,49
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M06,68
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M05,73
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M04,54
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M03,121
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M02,107
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2021M01,107
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M12,70
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M11,58
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M10,70
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M09,54
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M08,40
Total Nacional,09 Catalua,25 Lleida,Vivienda nueva,2020M07,46
