Comunidades y Ciudades Autñnomas,Provincias,Periodo,Total
09 Cataluña,43 Tarragona,2012M01,98
09 Cataluña,43 Tarragona,2011M12,14
09 Cataluña,43 Tarragona,2011M11,13
09 Cataluña,43 Tarragona,2011M10,10
09 Cataluña,43 Tarragona,2011M09,23
09 Cataluña,43 Tarragona,2011M08,45
09 Cataluña,43 Tarragona,2011M07,31
09 Cataluña,43 Tarragona,2011M06,11
09 Cataluña,43 Tarragona,2011M05,32
09 Cataluña,43 Tarragona,2011M04,46
09 Cataluña,43 Tarragona,2011M03,193
09 Cataluña,43 Tarragona,2011M02,90
09 Cataluña,43 Tarragona,2011M01,69
