Comunidades y Ciudades Autñnomas,Provincias,Periodo,Total
09 Cataluña,25 Lleida,2017M06,34
09 Cataluña,25 Lleida,2017M05,46
09 Cataluña,25 Lleida,2017M04,44
09 Cataluña,25 Lleida,2017M03,56
09 Cataluña,25 Lleida,2017M02,48
09 Cataluña,25 Lleida,2017M01,46
09 Cataluña,25 Lleida,2016M12,40
09 Cataluña,25 Lleida,2016M11,36
09 Cataluña,25 Lleida,2016M10,38
09 Cataluña,25 Lleida,2016M09,29
09 Cataluña,25 Lleida,2016M08,50
09 Cataluña,25 Lleida,2016M07,45
09 Cataluña,25 Lleida,2016M06,58
09 Cataluña,25 Lleida,2016M05,47
09 Cataluña,25 Lleida,2016M04,56
09 Cataluña,25 Lleida,2016M03,57
09 Cataluña,25 Lleida,2016M02,73
09 Cataluña,25 Lleida,2016M01,62
09 Cataluña,25 Lleida,2015M12,55
09 Cataluña,25 Lleida,2015M11,44
09 Cataluña,25 Lleida,2015M10,37
09 Cataluña,25 Lleida,2015M09,49
09 Cataluña,25 Lleida,2015M08,61
09 Cataluña,25 Lleida,2015M07,47
09 Cataluña,25 Lleida,2015M06,53
09 Cataluña,25 Lleida,2015M05,41
09 Cataluña,25 Lleida,2015M04,48
09 Cataluña,25 Lleida,2015M03,56
09 Cataluña,25 Lleida,2015M02,53
09 Cataluña,25 Lleida,2015M01,60
09 Cataluña,25 Lleida,2014M12,51
09 Cataluña,25 Lleida,2014M11,57
09 Cataluña,25 Lleida,2014M10,61
09 Cataluña,25 Lleida,2014M09,56
09 Cataluña,25 Lleida,2014M08,54
09 Cataluña,25 Lleida,2014M07,48
09 Cataluña,25 Lleida,2014M06,78
09 Cataluña,25 Lleida,2014M05,71
09 Cataluña,25 Lleida,2014M04,73
09 Cataluña,25 Lleida,2014M03,80
09 Cataluña,25 Lleida,2014M02,73
09 Cataluña,25 Lleida,2014M01,101
09 Cataluña,25 Lleida,2013M12,65
09 Cataluña,25 Lleida,2013M11,92
09 Cataluña,25 Lleida,2013M10,67
09 Cataluña,25 Lleida,2013M09,52
09 Cataluña,25 Lleida,2013M08,147
09 Cataluña,25 Lleida,2013M07,61
09 Cataluña,25 Lleida,2013M06,128
09 Cataluña,25 Lleida,2013M05,120
09 Cataluña,25 Lleida,2013M04,133
09 Cataluña,25 Lleida,2013M03,79
09 Cataluña,25 Lleida,2013M02,140
09 Cataluña,25 Lleida,2013M01,112
09 Cataluña,25 Lleida,2012M12,73
09 Cataluña,25 Lleida,2012M11,127
09 Cataluña,25 Lleida,2012M10,144
09 Cataluña,25 Lleida,2012M09,82
09 Cataluña,25 Lleida,2012M08,149
09 Cataluña,25 Lleida,2012M07,87
09 Cataluña,25 Lleida,2012M06,55
09 Cataluña,25 Lleida,2012M05,125
09 Cataluña,25 Lleida,2012M04,109
09 Cataluña,25 Lleida,2012M03,78
09 Cataluña,25 Lleida,2012M02,107
09 Cataluña,25 Lleida,2012M01,196
09 Cataluña,25 Lleida,2011M12,77
09 Cataluña,25 Lleida,2011M11,198
09 Cataluña,25 Lleida,2011M10,76
09 Cataluña,25 Lleida,2011M09,106
09 Cataluña,25 Lleida,2011M08,101
09 Cataluña,25 Lleida,2011M07,87
09 Cataluña,25 Lleida,2011M06,69
09 Cataluña,25 Lleida,2011M05,110
09 Cataluña,25 Lleida,2011M04,73
09 Cataluña,25 Lleida,2011M03,195
09 Cataluña,25 Lleida,2011M02,157
09 Cataluña,25 Lleida,2011M01,146
09 Cataluña,25 Lleida,2023M02,326
09 Cataluña,25 Lleida,2023M01,392
09 Cataluña,25 Lleida,2022M12,313
09 Cataluña,25 Lleida,2022M11,290
09 Cataluña,25 Lleida,2022M10,382
09 Cataluña,25 Lleida,2022M09,281
09 Cataluña,25 Lleida,2022M08,331
09 Cataluña,25 Lleida,2022M07,263
09 Cataluña,25 Lleida,2022M06,342
09 Cataluña,25 Lleida,2022M05,297
09 Cataluña,25 Lleida,2022M04,326
09 Cataluña,25 Lleida,2022M03,369
09 Cataluña,25 Lleida,2022M02,371
09 Cataluña,25 Lleida,2022M01,297
09 Cataluña,25 Lleida,2021M12,380
09 Cataluña,25 Lleida,2021M11,340
09 Cataluña,25 Lleida,2021M10,277
09 Cataluña,25 Lleida,2021M09,320
09 Cataluña,25 Lleida,2021M08,291
09 Cataluña,25 Lleida,2021M07,341
09 Cataluña,25 Lleida,2021M06,311
09 Cataluña,25 Lleida,2021M05,331
09 Cataluña,25 Lleida,2021M04,316
09 Cataluña,25 Lleida,2021M03,348
09 Cataluña,25 Lleida,2021M02,409
09 Cataluña,25 Lleida,2021M01,316
09 Cataluña,25 Lleida,2020M12,251
09 Cataluña,25 Lleida,2020M11,249
09 Cataluña,25 Lleida,2020M10,229
09 Cataluña,25 Lleida,2020M09,212
09 Cataluña,25 Lleida,2020M08,219
09 Cataluña,25 Lleida,2020M07,194
09 Cataluña,25 Lleida,2020M06,149
09 Cataluña,25 Lleida,2020M05,111
09 Cataluña,25 Lleida,2020M04,175
09 Cataluña,25 Lleida,2020M03,284
09 Cataluña,25 Lleida,2020M02,275
09 Cataluña,25 Lleida,2020M01,353
09 Cataluña,25 Lleida,2019M12,202
09 Cataluña,25 Lleida,2019M11,220
09 Cataluña,25 Lleida,2019M10,249
09 Cataluña,25 Lleida,2019M09,212
09 Cataluña,25 Lleida,2019M08,259
09 Cataluña,25 Lleida,2019M07,304
09 Cataluña,25 Lleida,2019M06,227
09 Cataluña,25 Lleida,2019M05,273
09 Cataluña,25 Lleida,2019M04,213
09 Cataluña,25 Lleida,2019M03,285
09 Cataluña,25 Lleida,2019M02,253
09 Cataluña,25 Lleida,2019M01,298
09 Cataluña,25 Lleida,2018M12,229
09 Cataluña,25 Lleida,2018M11,217
09 Cataluña,25 Lleida,2018M10,254
09 Cataluña,25 Lleida,2018M09,217
09 Cataluña,25 Lleida,2018M08,277
09 Cataluña,25 Lleida,2018M07,254
09 Cataluña,25 Lleida,2018M06,299
09 Cataluña,25 Lleida,2018M05,256
09 Cataluña,25 Lleida,2018M04,231
09 Cataluña,25 Lleida,2018M03,253
09 Cataluña,25 Lleida,2018M02,283
09 Cataluña,25 Lleida,2018M01,281
09 Cataluña,25 Lleida,2017M12,186
09 Cataluña,25 Lleida,2017M11,259
09 Cataluña,25 Lleida,2017M10,220
09 Cataluña,25 Lleida,2017M09,236
09 Cataluña,25 Lleida,2017M08,243
09 Cataluña,25 Lleida,2017M07,249
09 Cataluña,25 Lleida,2017M06,277
09 Cataluña,25 Lleida,2017M05,283
09 Cataluña,25 Lleida,2017M04,176
09 Cataluña,25 Lleida,2017M03,236
09 Cataluña,25 Lleida,2017M02,226
09 Cataluña,25 Lleida,2017M01,229
09 Cataluña,25 Lleida,2016M12,188
09 Cataluña,25 Lleida,2016M11,210
09 Cataluña,25 Lleida,2016M10,170
09 Cataluña,25 Lleida,2016M09,209
09 Cataluña,25 Lleida,2016M08,223
09 Cataluña,25 Lleida,2016M07,230
09 Cataluña,25 Lleida,2016M06,219
09 Cataluña,25 Lleida,2016M05,216
09 Cataluña,25 Lleida,2016M04,213
09 Cataluña,25 Lleida,2016M03,186
09 Cataluña,25 Lleida,2016M02,204
09 Cataluña,25 Lleida,2016M01,212
09 Cataluña,25 Lleida,2015M12,180
09 Cataluña,25 Lleida,2015M11,143
09 Cataluña,25 Lleida,2015M10,140
09 Cataluña,25 Lleida,2015M09,180
09 Cataluña,25 Lleida,2015M08,194
09 Cataluña,25 Lleida,2015M07,226
09 Cataluña,25 Lleida,2015M06,131
09 Cataluña,25 Lleida,2015M05,139
09 Cataluña,25 Lleida,2015M04,162
09 Cataluña,25 Lleida,2015M03,156
09 Cataluña,25 Lleida,2015M02,204
09 Cataluña,25 Lleida,2015M01,192
09 Cataluña,25 Lleida,2014M12,133
09 Cataluña,25 Lleida,2014M11,140
09 Cataluña,25 Lleida,2014M10,147
09 Cataluña,25 Lleida,2014M09,102
09 Cataluña,25 Lleida,2014M08,114
09 Cataluña,25 Lleida,2014M07,150
09 Cataluña,25 Lleida,2014M06,100
09 Cataluña,25 Lleida,2014M05,119
09 Cataluña,25 Lleida,2014M04,104
09 Cataluña,25 Lleida,2014M03,113
09 Cataluña,25 Lleida,2014M02,129
09 Cataluña,25 Lleida,2014M01,122
09 Cataluña,25 Lleida,2013M12,96
09 Cataluña,25 Lleida,2013M11,81
09 Cataluña,25 Lleida,2013M10,85
09 Cataluña,25 Lleida,2013M09,120
09 Cataluña,25 Lleida,2013M08,140
09 Cataluña,25 Lleida,2013M07,118
09 Cataluña,25 Lleida,2013M06,83
09 Cataluña,25 Lleida,2013M05,120
09 Cataluña,25 Lleida,2013M04,99
09 Cataluña,25 Lleida,2013M03,111
09 Cataluña,25 Lleida,2013M02,161
09 Cataluña,25 Lleida,2013M01,169
09 Cataluña,25 Lleida,2012M12,166
09 Cataluña,25 Lleida,2012M11,111
09 Cataluña,25 Lleida,2012M10,116
09 Cataluña,25 Lleida,2012M09,87
09 Cataluña,25 Lleida,2012M08,154
09 Cataluña,25 Lleida,2012M07,157
09 Cataluña,25 Lleida,2012M06,125
09 Cataluña,25 Lleida,2012M05,116
09 Cataluña,25 Lleida,2012M04,70
09 Cataluña,25 Lleida,2012M03,107
09 Cataluña,25 Lleida,2012M02,135
09 Cataluña,25 Lleida,2012M01,160
09 Cataluña,25 Lleida,2011M12,83
09 Cataluña,25 Lleida,2011M11,117
09 Cataluña,25 Lleida,2011M10,90
09 Cataluña,25 Lleida,2011M09,87
09 Cataluña,25 Lleida,2011M08,141
09 Cataluña,25 Lleida,2011M07,101
09 Cataluña,25 Lleida,2011M06,96
09 Cataluña,25 Lleida,2011M05,116
09 Cataluña,25 Lleida,2011M04,107
09 Cataluña,25 Lleida,2011M03,155
09 Cataluña,25 Lleida,2011M02,198
09 Cataluña,25 Lleida,2011M01,190
09 Cataluña,25 Lleida,2023M02,391
09 Cataluña,25 Lleida,2023M01,429
09 Cataluña,25 Lleida,2022M12,352
09 Cataluña,25 Lleida,2022M11,335
09 Cataluña,25 Lleida,2022M10,425
09 Cataluña,25 Lleida,2022M09,346
09 Cataluña,25 Lleida,2022M08,375
09 Cataluña,25 Lleida,2022M07,300
09 Cataluña,25 Lleida,2022M06,361
09 Cataluña,25 Lleida,2022M05,325
09 Cataluña,25 Lleida,2022M04,356
09 Cataluña,25 Lleida,2022M03,421
09 Cataluña,25 Lleida,2022M02,393
09 Cataluña,25 Lleida,2022M01,323
09 Cataluña,25 Lleida,2021M12,426
09 Cataluña,25 Lleida,2021M11,409
09 Cataluña,25 Lleida,2021M10,366
09 Cataluña,25 Lleida,2021M09,355
09 Cataluña,25 Lleida,2021M08,331
09 Cataluña,25 Lleida,2021M07,344
09 Cataluña,25 Lleida,2021M06,343
09 Cataluña,25 Lleida,2021M05,357
09 Cataluña,25 Lleida,2021M04,325
09 Cataluña,25 Lleida,2021M03,413
09 Cataluña,25 Lleida,2021M02,395
09 Cataluña,25 Lleida,2021M01,382
09 Cataluña,25 Lleida,2020M12,281
09 Cataluña,25 Lleida,2020M11,281
09 Cataluña,25 Lleida,2020M10,263
09 Cataluña,25 Lleida,2020M09,232
09 Cataluña,25 Lleida,2020M08,227
09 Cataluña,25 Lleida,2020M07,210
09 Cataluña,25 Lleida,2020M06,169
09 Cataluña,25 Lleida,2020M05,118
09 Cataluña,25 Lleida,2020M04,186
09 Cataluña,25 Lleida,2020M03,300
09 Cataluña,25 Lleida,2020M02,291
09 Cataluña,25 Lleida,2020M01,382
09 Cataluña,25 Lleida,2019M12,248
09 Cataluña,25 Lleida,2019M11,226
09 Cataluña,25 Lleida,2019M10,257
09 Cataluña,25 Lleida,2019M09,212
09 Cataluña,25 Lleida,2019M08,285
09 Cataluña,25 Lleida,2019M07,353
09 Cataluña,25 Lleida,2019M06,261
09 Cataluña,25 Lleida,2019M05,281
09 Cataluña,25 Lleida,2019M04,214
09 Cataluña,25 Lleida,2019M03,304
09 Cataluña,25 Lleida,2019M02,249
09 Cataluña,25 Lleida,2019M01,302
09 Cataluña,25 Lleida,2018M12,246
09 Cataluña,25 Lleida,2018M11,242
09 Cataluña,25 Lleida,2018M10,264
09 Cataluña,25 Lleida,2018M09,235
09 Cataluña,25 Lleida,2018M08,325
09 Cataluña,25 Lleida,2018M07,312
09 Cataluña,25 Lleida,2018M06,329
09 Cataluña,25 Lleida,2018M05,352
09 Cataluña,25 Lleida,2018M04,225
09 Cataluña,25 Lleida,2018M03,255
09 Cataluña,25 Lleida,2018M02,306
09 Cataluña,25 Lleida,2018M01,288
09 Cataluña,25 Lleida,2017M12,226
09 Cataluña,25 Lleida,2017M11,264
09 Cataluña,25 Lleida,2017M10,235
09 Cataluña,25 Lleida,2017M09,256
09 Cataluña,25 Lleida,2017M08,244
09 Cataluña,25 Lleida,2017M07,254
09 Cataluña,25 Lleida,2017M06,254
09 Cataluña,25 Lleida,2017M05,284
09 Cataluña,25 Lleida,2017M04,194
09 Cataluña,25 Lleida,2017M03,257
09 Cataluña,25 Lleida,2017M02,227
09 Cataluña,25 Lleida,2017M01,234
09 Cataluña,25 Lleida,2016M12,198
09 Cataluña,25 Lleida,2016M11,208
09 Cataluña,25 Lleida,2016M10,177
09 Cataluña,25 Lleida,2016M09,209
09 Cataluña,25 Lleida,2016M08,230
09 Cataluña,25 Lleida,2016M07,231
09 Cataluña,25 Lleida,2016M06,231
09 Cataluña,25 Lleida,2016M05,229
09 Cataluña,25 Lleida,2016M04,218
09 Cataluña,25 Lleida,2016M03,214
09 Cataluña,25 Lleida,2016M02,246
09 Cataluña,25 Lleida,2016M01,242
09 Cataluña,25 Lleida,2015M12,169
09 Cataluña,25 Lleida,2015M11,160
09 Cataluña,25 Lleida,2015M10,162
09 Cataluña,25 Lleida,2015M09,205
09 Cataluña,25 Lleida,2015M08,220
09 Cataluña,25 Lleida,2015M07,241
09 Cataluña,25 Lleida,2015M06,166
09 Cataluña,25 Lleida,2015M05,155
09 Cataluña,25 Lleida,2015M04,184
09 Cataluña,25 Lleida,2015M03,193
09 Cataluña,25 Lleida,2015M02,227
09 Cataluña,25 Lleida,2015M01,233
09 Cataluña,25 Lleida,2014M12,158
09 Cataluña,25 Lleida,2014M11,179
09 Cataluña,25 Lleida,2014M10,186
09 Cataluña,25 Lleida,2014M09,139
09 Cataluña,25 Lleida,2014M08,147
09 Cataluña,25 Lleida,2014M07,178
09 Cataluña,25 Lleida,2014M06,162
09 Cataluña,25 Lleida,2014M05,172
09 Cataluña,25 Lleida,2014M04,156
09 Cataluña,25 Lleida,2014M03,166
09 Cataluña,25 Lleida,2014M02,179
09 Cataluña,25 Lleida,2014M01,205
09 Cataluña,25 Lleida,2013M12,143
09 Cataluña,25 Lleida,2013M11,159
09 Cataluña,25 Lleida,2013M10,133
09 Cataluña,25 Lleida,2013M09,152
09 Cataluña,25 Lleida,2013M08,267
09 Cataluña,25 Lleida,2013M07,160
09 Cataluña,25 Lleida,2013M06,180
09 Cataluña,25 Lleida,2013M05,222
09 Cataluña,25 Lleida,2013M04,225
09 Cataluña,25 Lleida,2013M03,174
09 Cataluña,25 Lleida,2013M02,277
09 Cataluña,25 Lleida,2013M01,257
09 Cataluña,25 Lleida,2012M12,221
09 Cataluña,25 Lleida,2012M11,216
09 Cataluña,25 Lleida,2012M10,247
09 Cataluña,25 Lleida,2012M09,151
09 Cataluña,25 Lleida,2012M08,287
09 Cataluña,25 Lleida,2012M07,228
09 Cataluña,25 Lleida,2012M06,164
09 Cataluña,25 Lleida,2012M05,230
09 Cataluña,25 Lleida,2012M04,105
09 Cataluña,25 Lleida,2012M03,135
09 Cataluña,25 Lleida,2012M02,217
09 Cataluña,25 Lleida,2012M01,331
09 Cataluña,25 Lleida,2011M12,135
09 Cataluña,25 Lleida,2011M11,300
09 Cataluña,25 Lleida,2011M10,144
09 Cataluña,25 Lleida,2011M09,180
09 Cataluña,25 Lleida,2011M08,215
09 Cataluña,25 Lleida,2011M07,170
09 Cataluña,25 Lleida,2011M06,151
09 Cataluña,25 Lleida,2011M05,212
09 Cataluña,25 Lleida,2011M04,164
09 Cataluña,25 Lleida,2011M03,336
09 Cataluña,25 Lleida,2011M02,331
09 Cataluña,25 Lleida,2011M01,313
09 Cataluña,25 Lleida,2023M02,38
09 Cataluña,25 Lleida,2023M01,49
09 Cataluña,25 Lleida,2022M12,54
09 Cataluña,25 Lleida,2022M11,45
09 Cataluña,25 Lleida,2022M10,55
09 Cataluña,25 Lleida,2022M09,33
09 Cataluña,25 Lleida,2022M08,47
09 Cataluña,25 Lleida,2022M07,29
09 Cataluña,25 Lleida,2022M06,48
09 Cataluña,25 Lleida,2022M05,35
09 Cataluña,25 Lleida,2022M04,44
09 Cataluña,25 Lleida,2022M03,46
09 Cataluña,25 Lleida,2022M02,50
09 Cataluña,25 Lleida,2022M01,40
09 Cataluña,25 Lleida,2021M12,51
09 Cataluña,25 Lleida,2021M11,51
09 Cataluña,25 Lleida,2021M10,30
09 Cataluña,25 Lleida,2021M09,46
09 Cataluña,25 Lleida,2021M08,43
09 Cataluña,25 Lleida,2021M07,46
09 Cataluña,25 Lleida,2021M06,36
09 Cataluña,25 Lleida,2021M05,47
09 Cataluña,25 Lleida,2021M04,45
09 Cataluña,25 Lleida,2021M03,56
09 Cataluña,25 Lleida,2021M02,121
09 Cataluña,25 Lleida,2021M01,41
09 Cataluña,25 Lleida,2020M12,40
09 Cataluña,25 Lleida,2020M11,26
09 Cataluña,25 Lleida,2020M10,36
09 Cataluña,25 Lleida,2020M09,34
09 Cataluña,25 Lleida,2020M08,32
09 Cataluña,25 Lleida,2020M07,30
09 Cataluña,25 Lleida,2020M06,27
09 Cataluña,25 Lleida,2020M05,17
09 Cataluña,25 Lleida,2020M04,27
09 Cataluña,25 Lleida,2020M03,33
09 Cataluña,25 Lleida,2020M02,42
09 Cataluña,25 Lleida,2020M01,48
09 Cataluña,25 Lleida,2019M12,38
09 Cataluña,25 Lleida,2019M11,37
09 Cataluña,25 Lleida,2019M10,42
09 Cataluña,25 Lleida,2019M09,32
09 Cataluña,25 Lleida,2019M08,56
09 Cataluña,25 Lleida,2019M07,65
09 Cataluña,25 Lleida,2019M06,40
09 Cataluña,25 Lleida,2019M05,52
09 Cataluña,25 Lleida,2019M04,39
09 Cataluña,25 Lleida,2019M03,36
09 Cataluña,25 Lleida,2019M02,66
09 Cataluña,25 Lleida,2019M01,55
09 Cataluña,25 Lleida,2018M12,41
09 Cataluña,25 Lleida,2018M11,48
09 Cataluña,25 Lleida,2018M10,51
09 Cataluña,25 Lleida,2018M09,37
09 Cataluña,25 Lleida,2018M08,51
09 Cataluña,25 Lleida,2018M07,49
09 Cataluña,25 Lleida,2018M06,60
09 Cataluña,25 Lleida,2018M05,46
09 Cataluña,25 Lleida,2018M04,57
09 Cataluña,25 Lleida,2018M03,43
09 Cataluña,25 Lleida,2018M02,37
09 Cataluña,25 Lleida,2018M01,46
09 Cataluña,25 Lleida,2017M12,36
09 Cataluña,25 Lleida,2017M11,39
09 Cataluña,25 Lleida,2017M10,43
09 Cataluña,25 Lleida,2017M09,23
09 Cataluña,25 Lleida,2017M08,43
09 Cataluña,25 Lleida,2017M07,39
09 Cataluña,25 Lleida,2017M06,57
09 Cataluña,25 Lleida,2017M05,45
09 Cataluña,25 Lleida,2017M04,26
09 Cataluña,25 Lleida,2017M03,35
09 Cataluña,25 Lleida,2017M02,47
09 Cataluña,25 Lleida,2017M01,41
09 Cataluña,25 Lleida,2016M12,30
09 Cataluña,25 Lleida,2016M11,38
09 Cataluña,25 Lleida,2016M10,31
09 Cataluña,25 Lleida,2016M09,29
09 Cataluña,25 Lleida,2016M08,43
09 Cataluña,25 Lleida,2016M07,44
09 Cataluña,25 Lleida,2016M06,46
09 Cataluña,25 Lleida,2016M05,34
09 Cataluña,25 Lleida,2016M04,51
09 Cataluña,25 Lleida,2016M03,29
09 Cataluña,25 Lleida,2016M02,31
09 Cataluña,25 Lleida,2016M01,32
09 Cataluña,25 Lleida,2015M12,66
09 Cataluña,25 Lleida,2015M11,27
09 Cataluña,25 Lleida,2015M10,15
09 Cataluña,25 Lleida,2015M09,24
09 Cataluña,25 Lleida,2015M08,35
09 Cataluña,25 Lleida,2015M07,32
09 Cataluña,25 Lleida,2015M06,18
09 Cataluña,25 Lleida,2015M05,25
09 Cataluña,25 Lleida,2015M04,26
09 Cataluña,25 Lleida,2015M03,19
09 Cataluña,25 Lleida,2015M02,30
09 Cataluña,25 Lleida,2015M01,19
09 Cataluña,25 Lleida,2014M12,26
09 Cataluña,25 Lleida,2014M11,18
09 Cataluña,25 Lleida,2014M10,22
09 Cataluña,25 Lleida,2014M09,19
09 Cataluña,25 Lleida,2014M08,21
09 Cataluña,25 Lleida,2014M07,20
09 Cataluña,25 Lleida,2014M06,16
09 Cataluña,25 Lleida,2014M05,18
09 Cataluña,25 Lleida,2014M04,21
09 Cataluña,25 Lleida,2014M03,27
09 Cataluña,25 Lleida,2014M02,23
09 Cataluña,25 Lleida,2014M01,18
09 Cataluña,25 Lleida,2013M12,18
09 Cataluña,25 Lleida,2013M11,14
09 Cataluña,25 Lleida,2013M10,19
09 Cataluña,25 Lleida,2013M09,20
09 Cataluña,25 Lleida,2013M08,20
09 Cataluña,25 Lleida,2013M07,19
09 Cataluña,25 Lleida,2013M06,31
09 Cataluña,25 Lleida,2013M05,18
09 Cataluña,25 Lleida,2013M04,7
09 Cataluña,25 Lleida,2013M03,16
09 Cataluña,25 Lleida,2013M02,24
09 Cataluña,25 Lleida,2013M01,24
09 Cataluña,25 Lleida,2012M12,18
09 Cataluña,25 Lleida,2012M11,22
09 Cataluña,25 Lleida,2012M10,13
09 Cataluña,25 Lleida,2012M09,18
09 Cataluña,25 Lleida,2012M08,16
09 Cataluña,25 Lleida,2012M07,16
09 Cataluña,25 Lleida,2012M06,16
09 Cataluña,25 Lleida,2012M05,11
09 Cataluña,25 Lleida,2012M04,74
09 Cataluña,25 Lleida,2012M03,50
09 Cataluña,25 Lleida,2012M02,25
09 Cataluña,25 Lleida,2012M01,25
09 Cataluña,25 Lleida,2011M12,25
09 Cataluña,25 Lleida,2011M11,15
09 Cataluña,25 Lleida,2011M10,22
09 Cataluña,25 Lleida,2011M09,13
09 Cataluña,25 Lleida,2011M08,27
09 Cataluña,25 Lleida,2011M07,18
09 Cataluña,25 Lleida,2011M06,14
09 Cataluña,25 Lleida,2011M05,14
09 Cataluña,25 Lleida,2011M04,16
09 Cataluña,25 Lleida,2011M03,14
09 Cataluña,25 Lleida,2011M02,24
09 Cataluña,25 Lleida,2011M01,23
09 Cataluña,43 Tarragona,2023M02,1174
09 Cataluña,43 Tarragona,2023M01,1405
09 Cataluña,43 Tarragona,2022M12,1061
09 Cataluña,43 Tarragona,2022M11,1478
09 Cataluña,43 Tarragona,2022M10,1183
09 Cataluña,43 Tarragona,2022M09,1554
09 Cataluña,43 Tarragona,2022M08,1253
09 Cataluña,43 Tarragona,2022M07,1496
09 Cataluña,43 Tarragona,2022M06,1375
09 Cataluña,43 Tarragona,2022M05,1308
09 Cataluña,43 Tarragona,2022M04,1171
09 Cataluña,43 Tarragona,2022M03,1417
09 Cataluña,43 Tarragona,2022M02,1228
09 Cataluña,43 Tarragona,2022M01,1265
09 Cataluña,43 Tarragona,2021M12,1242
09 Cataluña,43 Tarragona,2021M11,1155
09 Cataluña,43 Tarragona,2021M10,1058
09 Cataluña,43 Tarragona,2021M09,1268
09 Cataluña,43 Tarragona,2021M08,1377
09 Cataluña,43 Tarragona,2021M07,1119
09 Cataluña,43 Tarragona,2021M06,1176
09 Cataluña,43 Tarragona,2021M05,1179
09 Cataluña,43 Tarragona,2021M04,1073
09 Cataluña,43 Tarragona,2021M03,1104
09 Cataluña,43 Tarragona,2021M02,875
09 Cataluña,43 Tarragona,2021M01,964
09 Cataluña,43 Tarragona,2020M12,886
09 Cataluña,43 Tarragona,2020M11,964
09 Cataluña,43 Tarragona,2020M10,875
09 Cataluña,43 Tarragona,2020M09,885
09 Cataluña,43 Tarragona,2020M08,722
09 Cataluña,43 Tarragona,2020M07,657
09 Cataluña,43 Tarragona,2020M06,539
09 Cataluña,43 Tarragona,2020M05,443
09 Cataluña,43 Tarragona,2020M04,531
09 Cataluña,43 Tarragona,2020M03,764
09 Cataluña,43 Tarragona,2020M02,960
09 Cataluña,43 Tarragona,2020M01,1012
09 Cataluña,43 Tarragona,2019M12,791
09 Cataluña,43 Tarragona,2019M11,819
09 Cataluña,43 Tarragona,2019M10,974
09 Cataluña,43 Tarragona,2019M09,773
09 Cataluña,43 Tarragona,2019M08,846
09 Cataluña,43 Tarragona,2019M07,1084
09 Cataluña,43 Tarragona,2019M06,935
09 Cataluña,43 Tarragona,2019M05,1106
09 Cataluña,43 Tarragona,2019M04,864
09 Cataluña,43 Tarragona,2019M03,881
09 Cataluña,43 Tarragona,2019M02,891
09 Cataluña,43 Tarragona,2019M01,1117
09 Cataluña,43 Tarragona,2018M12,719
09 Cataluña,43 Tarragona,2018M11,1012
09 Cataluña,43 Tarragona,2018M10,1004
09 Cataluña,43 Tarragona,2018M09,837
09 Cataluña,43 Tarragona,2018M08,985
09 Cataluña,43 Tarragona,2018M07,1001
09 Cataluña,43 Tarragona,2018M06,966
09 Cataluña,43 Tarragona,2018M05,931
09 Cataluña,43 Tarragona,2018M04,852
09 Cataluña,43 Tarragona,2018M03,786
09 Cataluña,43 Tarragona,2018M02,830
09 Cataluña,43 Tarragona,2018M01,1044
09 Cataluña,43 Tarragona,2017M12,758
09 Cataluña,43 Tarragona,2017M11,954
09 Cataluña,43 Tarragona,2017M10,781
09 Cataluña,43 Tarragona,2017M09,789
09 Cataluña,43 Tarragona,2017M08,924
09 Cataluña,43 Tarragona,2017M07,1051
09 Cataluña,43 Tarragona,2017M06,871
09 Cataluña,43 Tarragona,2017M05,987
09 Cataluña,43 Tarragona,2017M04,673
09 Cataluña,43 Tarragona,2017M03,828
09 Cataluña,43 Tarragona,2017M02,732
09 Cataluña,43 Tarragona,2017M01,975
09 Cataluña,43 Tarragona,2016M12,751
09 Cataluña,43 Tarragona,2016M11,812
09 Cataluña,43 Tarragona,2016M10,745
09 Cataluña,43 Tarragona,2016M09,746
09 Cataluña,43 Tarragona,2016M08,874
09 Cataluña,43 Tarragona,2016M07,775
09 Cataluña,43 Tarragona,2016M06,741
09 Cataluña,43 Tarragona,2016M05,689
09 Cataluña,43 Tarragona,2016M04,646
09 Cataluña,43 Tarragona,2016M03,591
09 Cataluña,43 Tarragona,2016M02,594
09 Cataluña,43 Tarragona,2016M01,649
09 Cataluña,43 Tarragona,2015M12,635
09 Cataluña,43 Tarragona,2015M11,572
09 Cataluña,43 Tarragona,2015M10,592
09 Cataluña,43 Tarragona,2015M09,669
09 Cataluña,43 Tarragona,2015M08,575
09 Cataluña,43 Tarragona,2015M07,725
09 Cataluña,43 Tarragona,2015M06,592
09 Cataluña,43 Tarragona,2015M05,683
09 Cataluña,43 Tarragona,2015M04,552
09 Cataluña,43 Tarragona,2015M03,492
09 Cataluña,43 Tarragona,2015M02,589
09 Cataluña,43 Tarragona,2015M01,655
09 Cataluña,43 Tarragona,2014M12,576
09 Cataluña,43 Tarragona,2014M11,570
09 Cataluña,43 Tarragona,2014M10,587
09 Cataluña,43 Tarragona,2014M09,448
09 Cataluña,43 Tarragona,2014M08,593
09 Cataluña,43 Tarragona,2014M07,673
09 Cataluña,43 Tarragona,2014M06,562
09 Cataluña,43 Tarragona,2014M05,568
09 Cataluña,43 Tarragona,2014M04,525
09 Cataluña,43 Tarragona,2014M03,536
09 Cataluña,43 Tarragona,2014M02,525
09 Cataluña,43 Tarragona,2014M01,692
09 Cataluña,43 Tarragona,2013M12,529
09 Cataluña,43 Tarragona,2013M11,557
