,Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda
14970,Municipi,8244,Santa Coloma de Cervelló,2020,gener-març,23,774.57
14972,Municipi,43138,Santa Bàrbara,2020,gener-març,12,308.33
14973,Municipi,8263,Sant Vicenç dels Horts,2020,gener-març,58,630.35
14974,Municipi,8265,Sant Vicenç de Torelló,2020,gener-març,7,395.0
14975,Municipi,8264,Sant Vicenç de Montalt,2020,gener-març,29,1543.49
14976,Municipi,8262,Sant Vicenç de Castellet,2020,gener-març,38,446.41
14978,Municipi,8240,Sant Sadurní d'Anoia,2020,gener-març,75,567.23
14981,Municipi,8238,Sant Quirze del Vallès,2020,gener-març,41,832.78
14982,Municipi,8237,Sant Quirze de Besora,2020,gener-març,13,379.77
14983,Municipi,8236,Sant Quintí de Mediona,2020,gener-març,13,422.31
14984,Municipi,8235,Sant Pol de Mar,2020,gener-març,28,696.72
14986,Municipi,17178,Sant Pere Pescador,2020,gener-març,11,464.09
14987,Municipi,8234,Sant Pere de Vilamajor,2020,gener-març,14,1153.57
14989,Municipi,8232,Sant Pere de Riudebitlles,2020,gener-març,8,540.0
14990,Municipi,8231,Sant Pere de Ribes,2020,gener-març,122,708.0
14995,Municipi,8227,Sant Martí Sarroca,2020,gener-març,16,620.94
14999,Municipi,8224,Sant Martí de Centelles,2020,gener-març,10,487.5
15000,Municipi,8223,Sant Llorenç Savall,2020,gener-març,16,493.75
15001,Municipi,8222,Sant Llorenç d'Hortons,2020,gener-març,11,535.64
15002,Municipi,25193,Sant Llorenç de Morunys,2020,gener-març,7,310.8
15004,Municipi,8221,Sant Just Desvern,2020,gener-març,120,1191.41
15006,Municipi,8220,Sant Julià de Vilatorta,2020,gener-març,8,455.0
15007,Municipi,17169,Sant Julià de Ramis,2020,gener-març,11,585.46
15010,Municipi,17185,Sant Joan les Fonts,2020,gener-març,12,452.92
15011,Municipi,8217,Sant Joan Despí,2020,gener-març,109,874.17
15012,Municipi,8218,Sant Joan de Vilatorrada,2020,gener-març,39,447.61
15014,Municipi,17167,Sant Joan de les Abadesses,2020,gener-març,16,364.21
15015,Municipi,43902,Sant Jaume d'Enveja,2020,gener-març,16,293.93
15016,Municipi,43137,Sant Jaume dels Domenys,2020,gener-març,7,517.86
15019,Municipi,8193,Sant Iscle de Vallalta,2020,gener-març,6,600.0
15020,Municipi,8215,Sant Hipòlit de Voltregà,2020,gener-març,10,397.14
15021,Municipi,17164,Sant Hilari Sacalm,2020,gener-març,28,358.68
15024,Municipi,8213,Sant Fruitós de Bages,2020,gener-març,18,427.5
15025,Municipi,8209,Sant Fost de Campsentelles,2020,gener-març,22,705.32
15027,Municipi,17161,Sant Feliu de Pallerols,2020,gener-març,11,503.64
15028,Municipi,8211,Sant Feliu de Llobregat,2020,gener-març,130,824.8
15029,Municipi,17160,Sant Feliu de Guíxols,2020,gener-març,99,589.22
15030,Municipi,8210,Sant Feliu de Codines,2020,gener-març,48,579.38
15032,Municipi,8208,Sant Esteve Sesrovires,2020,gener-març,31,776.72
15033,Municipi,8207,Sant Esteve de Palautordera,2020,gener-març,17,566.44
15035,Municipi,8205,Sant Cugat del Vallès,2020,gener-març,520,1181.61
15037,Municipi,8204,Sant Climent de Llobregat,2020,gener-març,15,673.0
15038,Municipi,8202,Sant Celoni,2020,gener-març,97,548.31
15039,Municipi,8203,Sant Cebrià de Vallalta,2020,gener-març,16,860.0
15040,Municipi,43136,"Ràpita, la",2020,gener-març,67,341.0
15041,Municipi,8200,Sant Boi de Llobregat,2020,gener-març,239,728.62
15043,Municipi,8198,Sant Antoni de Vilamajor,2020,gener-març,26,694.42
15046,Municipi,8197,Sant Andreu de Llavaneres,2020,gener-març,45,1036.22
15047,Municipi,8196,Sant Andreu de la Barca,2020,gener-març,101,622.19
15049,Municipi,8194,Sant Adrià de Besòs,2020,gener-març,114,736.25
15051,Municipi,17155,Salt,2020,gener-març,129,481.95
15052,Municipi,43905,Salou,2020,gener-març,177,508.25
15054,Municipi,8191,Sallent,2020,gener-març,17,442.96
15057,Municipi,8187,Sabadell,2020,gener-març,849,675.35
15059,Municipi,8184,Rubí,2020,gener-març,320,664.66
15060,Municipi,25189,Rosselló,2020,gener-març,6,399.17
15061,Municipi,17152,Roses,2020,gener-març,105,512.67
15062,Municipi,43133,Roquetes,2020,gener-març,22,400.45
15064,Municipi,8183,Roda de Ter,2020,gener-març,27,452.78
15065,Municipi,43131,Roda de Berà,2020,gener-març,46,545.68
15067,Municipi,8181,"Roca del Vallès, la",2020,gener-març,21,708.2
15069,Municipi,43129,Riudoms,2020,gener-març,28,418.57
15074,Municipi,17148,Riudarenes,2020,gener-març,9,582.22
15075,Municipi,8180,Ripollet,2020,gener-març,123,641.78
15076,Municipi,17147,Ripoll,2020,gener-març,65,359.88
15078,Municipi,17145,Ribes de Freser,2020,gener-març,7,421.43
15084,Municipi,43123,Reus,2020,gener-març,526,476.38
15085,Municipi,8179,Rellinars,2020,gener-març,6,504.29
15089,Municipi,17142,Quart,2020,gener-març,8,646.88
15092,Municipi,8175,Puig-reig,2020,gener-març,17,361.76
15095,Municipi,17141,Puigcerdà,2020,gener-març,50,524.5
15097,Municipi,8172,Premià de Mar,2020,gener-març,156,815.83
15098,Municipi,8230,Premià de Dalt,2020,gener-març,28,1030.69
15103,Municipi,8169,"Prat de Llobregat, el",2020,gener-març,204,741.55
15107,Municipi,17140,"Port de la Selva, el",2020,gener-març,9,580.89
15109,Municipi,17137,Porqueres,2020,gener-març,9,621.67
15110,Municipi,25172,Ponts,2020,gener-març,8,313.93
15113,Municipi,8182,"Pont de Vilomara i Rocafort, el",2020,gener-març,12,446.58
15116,Municipi,8167,Polinyà,2020,gener-març,32,690.0
15117,Municipi,25171,"Pobla de Segur, la",2020,gener-març,14,307.5
15118,Municipi,43111,"Pobla de Montornès, la",2020,gener-març,7,500.86
15119,Municipi,43109,"Pobla de Mafumet, la",2020,gener-març,25,443.6
15120,Municipi,8166,"Pobla de Lillet, la",2020,gener-març,6,262.5
15125,Municipi,43108,"Pla de Santa Maria, el",2020,gener-març,7,375.71
15127,Municipi,8163,Pineda de Mar,2020,gener-març,149,543.32
15129,Municipi,8161,Piera,2020,gener-març,55,583.61
15130,Municipi,43104,"Perelló, el",2020,gener-març,10,329.0
15131,Municipi,17132,Peralada,2020,gener-març,13,588.46
15137,Municipi,8159,Parets del Vallès,2020,gener-març,65,696.52
15141,Municipi,8905,"Palma de Cervelló, la",2020,gener-març,17,744.06
15142,Municipi,8157,Pallejà,2020,gener-març,27,797.76
15144,Municipi,8156,Palau-solità i Plegamans,2020,gener-març,40,740.5
15147,Municipi,17118,Palamós,2020,gener-març,78,595.06
15148,Municipi,17117,Palafrugell,2020,gener-març,79,508.63
15149,Municipi,8155,Palafolls,2020,gener-març,24,562.71
15157,Municipi,17114,Olot,2020,gener-març,182,466.63
15159,Municipi,8148,Olivella,2020,gener-març,13,972.02
15161,Municipi,25149,Oliana,2020,gener-març,7,326.43
15162,Municipi,8147,Olesa de Montserrat,2020,gener-març,56,596.73
15164,Municipi,8145,Olèrdola,2020,gener-març,9,950.74
15165,Municipi,8143,Òdena,2020,gener-març,8,470.63
15168,Municipi,17111,Navata,2020,gener-març,10,669.0
15169,Municipi,8141,Navàs,2020,gener-març,31,384.69
15170,Municipi,8140,Navarcles,2020,gener-març,18,446.11
15173,Municipi,43095,"Morell, el",2020,gener-març,15,440.77
15175,Municipi,43093,Móra d'Ebre,2020,gener-març,27,321.67
15177,Municipi,43092,Mont-roig del Camp,2020,gener-març,45,491.52
15179,Municipi,8136,Montornès del Vallès,2020,gener-març,45,543.0
15180,Municipi,8135,Montmeló,2020,gener-març,35,583.53
15184,Municipi,8126,Montgat,2020,gener-març,36,865.42
15191,Municipi,8125,Montcada i Reixac,2020,gener-març,111,684.64
15192,Municipi,43088,Montbrió del Camp,2020,gener-març,18,541.94
15193,Municipi,43086,Montblanc,2020,gener-març,23,410.47
15195,Municipi,8127,Monistrol de Montserrat,2020,gener-març,18,416.39
15197,Municipi,8124,Mollet del Vallès,2020,gener-març,179,648.07
15199,Municipi,25137,Mollerussa,2020,gener-març,74,371.94
15200,Municipi,8123,Molins de Rei,2020,gener-març,97,746.24
15201,Municipi,8138,Moià,2020,gener-març,34,460.91
15205,Municipi,8121,Mataró,2020,gener-març,646,638.78
15206,Municipi,8120,Matadepera,2020,gener-març,30,1005.9
15208,Municipi,8119,Masquefa,2020,gener-març,38,566.84
15209,Municipi,8118,"Masnou, el",2020,gener-març,176,860.34
15213,Municipi,8115,Martorelles,2020,gener-març,15,629.67
15214,Municipi,8114,Martorell,2020,gener-març,91,622.29
15217,Municipi,8113,Manresa,2020,gener-març,421,461.42
15218,Municipi,8112,Manlleu,2020,gener-març,94,468.88
15219,Municipi,8110,Malgrat de Mar,2020,gener-març,64,506.93
15221,Municipi,17103,Maçanet de la Selva,2020,gener-març,23,596.87
15224,Municipi,17095,Lloret de Mar,2020,gener-març,179,500.99
15227,Municipi,17094,Llívia,2020,gener-març,9,504.63
15228,Municipi,8106,Llinars del Vallès,2020,gener-març,49,582.14
15229,Municipi,8108,Lliçà de Vall,2020,gener-març,13,836.15
15230,Municipi,8107,Lliçà d'Amunt,2020,gener-març,25,836.81
15232,Municipi,25120,Lleida,2020,gener-març,498,462.39
15234,Municipi,17092,Llançà,2020,gener-març,33,469.7
15236,Municipi,17089,Llagostera,2020,gener-març,37,458.11
15237,Municipi,8105,"Llagosta, la",2020,gener-març,48,567.88
15239,Municipi,8104,"Llacuna, la",2020,gener-març,8,559.38
15240,Municipi,25122,Linyola,2020,gener-març,10,318.81
15242,Municipi,25119,Juneda,2020,gener-març,16,378.75
15246,Municipi,17086,"Jonquera, la",2020,gener-març,21,432.15
15248,Municipi,8102,Igualada,2020,gener-març,201,476.61
15249,Municipi,17083,Hostalric,2020,gener-març,25,430.17
15250,Municipi,8162,"Hostalets de Pierola, els",2020,gener-març,11,645.45
15251,Municipi,8101,"Hospitalet de Llobregat, l'",2020,gener-març,1312,704.92
15254,Municipi,25110,Guissona,2020,gener-març,29,350.69
15259,Municipi,8096,Granollers,2020,gener-març,362,660.73
15261,Municipi,8094,"Granada, la",2020,gener-març,6,612.3
15265,Municipi,8092,Gironella,2020,gener-març,25,344.16
15266,Municipi,17079,Girona,2020,gener-març,675,642.65
15270,Municipi,8091,Gelida,2020,gener-març,50,543.49
15271,Municipi,8089,Gavà,2020,gener-març,170,923.3
15272,Municipi,17077,Garriguella,2020,gener-març,7,628.57
15274,Municipi,8088,"Garriga, la",2020,gener-març,104,725.45
15277,Municipi,8086,"Franqueses del Vallès, les",2020,gener-març,95,631.3
15278,Municipi,17073,Fornells de la Selva,2020,gener-març,6,819.17
15284,Municipi,8083,Folgueroles,2020,gener-març,9,515.56
15287,Municipi,17067,Flaçà,2020,gener-març,6,513.33
15289,Municipi,17066,Figueres,2020,gener-març,341,485.05
15290,Municipi,8134,Figaró-Montmany,2020,gener-març,11,477.27
15292,Municipi,43055,Falset,2020,gener-març,11,423.82
15300,Municipi,8077,Esplugues de Llobregat,2020,gener-març,206,857.13
15301,Municipi,43054,"Espluga de Francolí, l'",2020,gener-març,16,374.06
15304,Municipi,8076,Esparreguera,2020,gener-març,80,606.47
15305,Municipi,17062,"Escala, l'",2020,gener-març,45,494.78
15306,Municipi,8075,Dosrius,2020,gener-març,23,846.09
15307,Municipi,43901,Deltebre,2020,gener-març,39,364.67
15309,Municipi,43051,Cunit,2020,gener-març,52,615.43
15311,Municipi,8074,Cubelles,2020,gener-març,93,688.56
15314,Municipi,43050,Creixell,2020,gener-març,22,535.91
15316,Municipi,17056,Cornellà del Terri,2020,gener-març,9,540.63
15317,Municipi,8073,Cornellà de Llobregat,2020,gener-març,377,677.69
15320,Municipi,8072,Corbera de Llobregat,2020,gener-març,44,675.0
15321,Municipi,43047,Constantí,2020,gener-març,27,378.61
15324,Municipi,8069,Collbató,2020,gener-març,9,785.11
15330,Municipi,25072,Cervera,2020,gener-març,35,315.71
15331,Municipi,8068,Cervelló,2020,gener-març,21,656.33
15332,Municipi,8266,Cerdanyola del Vallès,2020,gener-març,202,804.68
15334,Municipi,8067,Centelles,2020,gener-març,49,532.3
15335,Municipi,17049,Celrà,2020,gener-març,17,571.47
15336,Municipi,17189,"Cellera de Ter, la",2020,gener-març,6,421.67
15339,Municipi,8065,Castellví de la Marca,2020,gener-març,8,521.88
15341,Municipi,8064,Castellterçol,2020,gener-març,18,521.11
15342,Municipi,17048,Castell-Platja d'Aro,2020,gener-març,40,629.86
15344,Municipi,17047,Castelló d'Empúries,2020,gener-març,49,544.74
15347,Municipi,8061,Castellgalí,2020,gener-març,11,594.28
15350,Municipi,8056,Castelldefels,2020,gener-març,310,962.61
15353,Municipi,8054,Castellbisbal,2020,gener-març,34,705.15
15354,Municipi,8053,Castellbell i el Vilar,2020,gener-març,12,485.0
15355,Municipi,8051,Castellar del Vallès,2020,gener-març,60,685.94
15358,Municipi,17044,Cassà de la Selva,2020,gener-març,36,590.74
15360,Municipi,8047,Cardona,2020,gener-març,24,327.33
15361,Municipi,8046,Cardedeu,2020,gener-març,106,703.11
15363,Municipi,8044,Capellades,2020,gener-març,11,496.82
15368,Municipi,8042,Cànoves i Samalús,2020,gener-març,7,787.14
15369,Municipi,8041,Canovelles,2020,gener-març,54,618.94
15370,Municipi,43907,"Canonja, la",2020,gener-març,23,459.78
15371,Municipi,8040,Canet de Mar,2020,gener-març,68,636.53
15373,Municipi,17039,Camprodon,2020,gener-març,10,515.5
15375,Municipi,17036,Campdevànol,2020,gener-març,10,382.06
15377,Municipi,43038,Cambrils,2020,gener-març,149,570.81
15378,Municipi,43903,Camarles,2020,gener-març,6,313.33
15380,Municipi,17034,Calonge i Sant Antoni,2020,gener-març,35,557.21
15381,Municipi,8038,Callús,2020,gener-març,10,351.15
15382,Municipi,8037,Calldetenes,2020,gener-març,12,549.58
15383,Municipi,8035,Calella,2020,gener-març,111,582.3
15384,Municipi,8032,Caldes d'Estrac,2020,gener-març,13,944.23
15385,Municipi,8033,Caldes de Montbui,2020,gener-març,102,679.56
15386,Municipi,17033,Caldes de Malavella,2020,gener-març,19,783.44
15388,Municipi,43037,Calafell,2020,gener-març,161,562.97
15389,Municipi,8031,Calaf,2020,gener-març,12,302.53
15390,Municipi,17032,Cadaqués,2020,gener-març,9,665.0
15391,Municipi,8030,Cabrils,2020,gener-març,22,1312.05
15392,Municipi,8029,Cabrera de Mar,2020,gener-març,20,763.35
15394,Municipi,43036,Cabra del Camp,2020,gener-març,7,330.0
15396,Municipi,17030,Cabanes,2020,gener-març,8,486.88
15400,Municipi,8025,"Bruc, el",2020,gener-març,11,561.82
15401,Municipi,17027,Breda,2020,gener-març,25,410.21
15405,Municipi,43031,"Borges del Camp, les",2020,gener-març,9,423.89
15406,Municipi,25058,"Borges Blanques, les",2020,gener-març,19,321.79
15407,Municipi,17025,Bordils,2020,gener-març,6,613.33
15411,Municipi,17023,Blanes,2020,gener-març,220,527.33
15414,Municipi,17022,"Bisbal d'Empordà, la",2020,gener-març,49,443.27
15415,Municipi,43028,"Bisbal del Penedès, la",2020,gener-març,9,529.04
15416,Municipi,8023,Bigues i Riells,2020,gener-març,22,699.8
15417,Municipi,17020,Bescanó,2020,gener-març,12,639.58
15418,Municipi,17019,Besalú,2020,gener-març,7,407.14
15419,Municipi,8022,Berga,2020,gener-març,77,389.68
15423,Municipi,25051,Bellver de Cerdanya,2020,gener-març,14,536.07
15425,Municipi,25050,Bellpuig,2020,gener-març,21,324.33
15429,Municipi,17013,Begur,2020,gener-març,9,916.67
15430,Municipi,8020,Begues,2020,gener-març,37,886.25
15433,Municipi,17016,Bàscara,2020,gener-març,8,517.5
15435,Municipi,8019,Barcelona,2020,gener-març,11435,980.48
15436,Municipi,8252,Barberà del Vallès,2020,gener-març,100,719.68
15439,Municipi,17015,Banyoles,2020,gener-març,104,532.69
15441,Municipi,8018,Balsareny,2020,gener-març,6,387.5
15442,Municipi,8017,Balenyà,2020,gener-març,29,531.72
15443,Municipi,25040,Balaguer,2020,gener-març,61,342.69
15445,Municipi,8904,Badia del Vallès,2020,gener-març,15,238.65
15446,Municipi,8015,Badalona,2020,gener-març,824,713.51
15448,Municipi,8012,Avinyó,2020,gener-març,17,524.12
15453,Municipi,25034,Artesa de Segre,2020,gener-març,13,271.54
15454,Municipi,8010,Artés,2020,gener-març,13,398.46
15455,Municipi,17011,"Armentera, l'",2020,gener-març,6,438.33
15456,Municipi,8009,Argentona,2020,gener-març,47,794.15
15458,Municipi,8007,Arenys de Munt,2020,gener-març,40,592.41
15459,Municipi,8006,Arenys de Mar,2020,gener-març,75,676.95
15460,Municipi,17009,Arbúcies,2020,gener-març,34,392.15
15461,Municipi,43016,"Arboç, l'",2020,gener-març,21,489.52
15464,Municipi,17008,Anglès,2020,gener-març,28,487.75
15465,Municipi,43014,Amposta,2020,gener-març,63,327.78
15466,Municipi,43906,"Ampolla, l'",2020,gener-març,22,383.64
15467,Municipi,8005,"Ametlla del Vallès, l'",2020,gener-març,19,893.42
15468,Municipi,43013,"Ametlla de Mar, l'",2020,gener-març,18,389.72
15469,Municipi,17007,Amer,2020,gener-març,6,470.0
15470,Municipi,43012,Altafulla,2020,gener-març,43,655.98
15471,Municipi,25023,Alpicat,2020,gener-març,7,534.29
15473,Municipi,17006,Alp,2020,gener-març,8,378.65
15476,Municipi,25019,Almacelles,2020,gener-març,24,374.58
15480,Municipi,43009,Alforja,2020,gener-març,6,445.83
15483,Municipi,8003,Alella,2020,gener-març,36,1172.64
15485,Municipi,43904,"Aldea, l'",2020,gener-març,18,313.61
15486,Municipi,43005,Alcover,2020,gener-març,9,398.33
15487,Municipi,25012,Alcoletge,2020,gener-març,11,460.91
15488,Municipi,25011,Alcarràs,2020,gener-març,23,382.04
15489,Municipi,43004,Alcanar,2020,gener-març,23,361.09
15490,Municipi,17004,Albons,2020,gener-març,6,645.83
15500,Municipi,8014,Aiguafreda,2020,gener-març,22,530.23
15503,Municipi,25003,Agramunt,2020,gener-març,25,316.01
15505,Municipi,8001,Abrera,2019,gener-març,36,650.8
15507,Municipi,25003,Agramunt,2019,gener-març,17,325.6
15509,Municipi,8014,Aiguafreda,2019,gener-març,10,540.0
15513,Municipi,25007,Albatàrrec,2019,gener-març,8,360.0
15515,Municipi,43002,Albinyana,2019,gener-març,6,574.17
15517,Municipi,43004,Alcanar,2019,gener-març,23,379.08
15518,Municipi,25011,Alcarràs,2019,gener-març,38,384.47
15519,Municipi,25012,Alcoletge,2019,gener-març,11,399.18
15520,Municipi,43005,Alcover,2019,gener-març,9,390.0
15521,Municipi,43904,"Aldea, l'",2019,gener-març,14,311.79
15524,Municipi,8003,Alella,2019,gener-març,27,1155.0
15529,Municipi,25019,Almacelles,2019,gener-març,20,336.13
15530,Municipi,25021,Almenar,2019,gener-març,6,390.0
15532,Municipi,17006,Alp,2019,gener-març,7,840.17
15534,Municipi,25023,Alpicat,2019,gener-març,7,500.0
15536,Municipi,43012,Altafulla,2019,gener-març,30,647.33
15538,Municipi,43013,"Ametlla de Mar, l'",2019,gener-març,20,397.02
15539,Municipi,8005,"Ametlla del Vallès, l'",2019,gener-març,24,1026.04
15540,Municipi,43906,"Ampolla, l'",2019,gener-març,20,456.25
15541,Municipi,43014,Amposta,2019,gener-març,78,331.99
15542,Municipi,17008,Anglès,2019,gener-març,29,437.01
15545,Municipi,43016,"Arboç, l'",2019,gener-març,21,454.52
15546,Municipi,17009,Arbúcies,2019,gener-març,54,377.31
15547,Municipi,8006,Arenys de Mar,2019,gener-març,122,632.93
15548,Municipi,8007,Arenys de Munt,2019,gener-març,39,608.22
15551,Municipi,8009,Argentona,2019,gener-març,72,776.19
15553,Municipi,8010,Artés,2019,gener-març,20,336.5
15555,Municipi,25034,Artesa de Segre,2019,gener-març,7,312.14
15561,Municipi,8015,Badalona,2019,gener-març,884,701.3
15562,Municipi,8904,Badia del Vallès,2019,gener-març,8,283.22
15563,Municipi,8016,Bagà,2019,gener-març,6,387.5
15565,Municipi,25040,Balaguer,2019,gener-març,97,348.55
15566,Municipi,8017,Balenyà,2019,gener-març,18,520.28
15567,Municipi,8018,Balsareny,2019,gener-març,14,359.39
15568,Municipi,43020,Banyeres del Penedès,2019,gener-març,14,497.86
15569,Municipi,17015,Banyoles,2019,gener-març,126,523.67
15571,Municipi,8252,Barberà del Vallès,2019,gener-març,107,671.8
15572,Municipi,8019,Barcelona,2019,gener-març,12832,944.43
15573,Municipi,17016,Bàscara,2019,gener-març,9,555.0
15575,Municipi,8020,Begues,2019,gener-març,38,1060.7
15576,Municipi,17013,Begur,2019,gener-març,14,481.49
15580,Municipi,25048,Bell-lloc d'Urgell,2019,gener-març,11,345.91
15581,Municipi,25050,Bellpuig,2019,gener-març,26,339.54
15582,Municipi,43024,Bellvei,2019,gener-març,9,384.64
15583,Municipi,25051,Bellver de Cerdanya,2019,gener-març,12,453.17
15588,Municipi,8022,Berga,2019,gener-març,79,395.64
15589,Municipi,17019,Besalú,2019,gener-març,10,469.5
15590,Municipi,17020,Bescanó,2019,gener-març,12,562.5
15591,Municipi,8023,Bigues i Riells,2019,gener-març,37,764.26
15593,Municipi,43028,"Bisbal del Penedès, la",2019,gener-març,9,519.44
15594,Municipi,17022,"Bisbal d'Empordà, la",2019,gener-març,59,429.09
15597,Municipi,17023,Blanes,2019,gener-març,253,492.4
15600,Municipi,25058,"Borges Blanques, les",2019,gener-març,28,319.67
15601,Municipi,43031,"Borges del Camp, les",2019,gener-març,9,371.11
15607,Municipi,17027,Breda,2019,gener-març,25,467.68
15608,Municipi,8025,"Bruc, el",2019,gener-març,10,577.0
15612,Municipi,8028,Cabrera d'Anoia,2019,gener-març,7,590.57
15613,Municipi,8029,Cabrera de Mar,2019,gener-març,24,991.04
15614,Municipi,8030,Cabrils,2019,gener-març,24,1236.46
15615,Municipi,17032,Cadaqués,2019,gener-març,26,634.15
15616,Municipi,8031,Calaf,2019,gener-març,15,276.5
15617,Municipi,43037,Calafell,2019,gener-març,186,572.11
15619,Municipi,17033,Caldes de Malavella,2019,gener-març,27,625.75
15620,Municipi,8033,Caldes de Montbui,2019,gener-març,99,620.08
15621,Municipi,8032,Caldes d'Estrac,2019,gener-març,24,867.08
15622,Municipi,8035,Calella,2019,gener-març,149,541.03
15623,Municipi,8037,Calldetenes,2019,gener-març,8,463.75
15624,Municipi,8038,Callús,2019,gener-març,19,304.22
15625,Municipi,17034,Calonge i Sant Antoni,2019,gener-març,43,539.02
15626,Municipi,25062,Camarasa,2019,gener-març,6,316.67
15627,Municipi,43903,Camarles,2019,gener-març,9,319.17
15628,Municipi,43038,Cambrils,2019,gener-març,174,535.56
15633,Municipi,17039,Camprodon,2019,gener-març,6,475.83
15635,Municipi,8040,Canet de Mar,2019,gener-març,98,638.36
15636,Municipi,43907,"Canonja, la",2019,gener-març,31,458.54
15637,Municipi,8041,Canovelles,2019,gener-març,62,556.33
15638,Municipi,8042,Cànoves i Samalús,2019,gener-març,9,840.56
15640,Municipi,8043,Canyelles,2019,gener-març,7,868.57
15642,Municipi,8044,Capellades,2019,gener-març,21,408.33
15643,Municipi,8046,Cardedeu,2019,gener-març,118,662.0
15644,Municipi,8047,Cardona,2019,gener-març,23,318.13
15647,Municipi,17044,Cassà de la Selva,2019,gener-març,36,507.37
15650,Municipi,8051,Castellar del Vallès,2019,gener-març,94,660.93
15651,Municipi,8053,Castellbell i el Vilar,2019,gener-març,12,407.5
15652,Municipi,8054,Castellbisbal,2019,gener-març,43,727.44
15655,Municipi,8056,Castelldefels,2019,gener-març,352,1009.05
15656,Municipi,8058,Castellet i la Gornal,2019,gener-març,8,593.75
15661,Municipi,17047,Castelló d'Empúries,2019,gener-març,58,523.93
15663,Municipi,17048,Castell-Platja d'Aro,2019,gener-març,56,624.59
15665,Municipi,8064,Castellterçol,2019,gener-març,24,574.17
15669,Municipi,43043,"Catllar, el",2019,gener-març,9,519.44
15671,Municipi,17049,Celrà,2019,gener-març,20,555.12
15672,Municipi,8067,Centelles,2019,gener-març,52,534.53
15674,Municipi,8266,Cerdanyola del Vallès,2019,gener-març,229,762.71
15675,Municipi,8068,Cervelló,2019,gener-març,36,820.56
15676,Municipi,25072,Cervera,2019,gener-març,41,317.2
15681,Municipi,8069,Collbató,2019,gener-març,18,735.28
15684,Municipi,43047,Constantí,2019,gener-març,20,390.86
15686,Municipi,8072,Corbera de Llobregat,2019,gener-març,81,778.7
15690,Municipi,8073,Cornellà de Llobregat,2019,gener-març,421,678.0
15691,Municipi,17056,Cornellà del Terri,2019,gener-març,10,513.5
15692,Municipi,43049,Cornudella de Montsant,2019,gener-març,6,309.17
15693,Municipi,43050,Creixell,2019,gener-març,24,544.58
15696,Municipi,8074,Cubelles,2019,gener-març,124,671.35
15697,Municipi,43051,Cunit,2019,gener-març,101,608.21
15700,Municipi,43901,Deltebre,2019,gener-març,22,310.05
15701,Municipi,8075,Dosrius,2019,gener-març,18,921.11
15702,Municipi,17062,"Escala, l'",2019,gener-març,45,524.12
15703,Municipi,8076,Esparreguera,2019,gener-març,73,618.68
15705,Municipi,43054,"Espluga de Francolí, l'",2019,gener-març,10,401.0
15706,Municipi,8077,Esplugues de Llobregat,2019,gener-març,220,778.66
15709,Municipi,8254,"Esquirol, l'",2019,gener-març,10,462.0
15713,Municipi,43055,Falset,2019,gener-març,16,429.89
15715,Municipi,8134,Figaró-Montmany,2019,gener-març,8,677.3
15717,Municipi,17066,Figueres,2019,gener-març,360,472.39
15724,Municipi,8083,Folgueroles,2019,gener-març,10,470.22
15732,Municipi,17073,Fornells de la Selva,2019,gener-març,6,605.83
15734,Municipi,8086,"Franqueses del Vallès, les",2019,gener-març,123,637.58
15738,Municipi,43064,Gandesa,2019,gener-març,8,318.13
15740,Municipi,8088,"Garriga, la",2019,gener-març,92,696.98
15743,Municipi,8089,Gavà,2019,gener-març,202,866.37
15744,Municipi,8091,Gelida,2019,gener-març,49,589.28
15746,Municipi,17079,Girona,2019,gener-març,778,625.8
15747,Municipi,8092,Gironella,2019,gener-març,23,350.78
15750,Municipi,8094,"Granada, la",2019,gener-març,6,443.02
15752,Municipi,8096,Granollers,2019,gener-març,385,652.51
15757,Municipi,25110,Guissona,2019,gener-març,22,371.82
15759,Municipi,43071,Horta de Sant Joan,2019,gener-març,6,410.83
15760,Municipi,8101,"Hospitalet de Llobregat, l'",2019,gener-març,1591,687.16
15761,Municipi,8162,"Hostalets de Pierola, els",2019,gener-març,7,502.14
15762,Municipi,17083,Hostalric,2019,gener-març,19,476.58
15763,Municipi,8102,Igualada,2019,gener-març,216,459.62
15766,Municipi,17086,"Jonquera, la",2019,gener-març,44,415.91
15768,Municipi,25119,Juneda,2019,gener-març,6,336.67
15770,Municipi,25122,Linyola,2019,gener-març,8,266.41
15771,Municipi,8104,"Llacuna, la",2019,gener-març,10,520.5
15773,Municipi,8105,"Llagosta, la",2019,gener-març,46,591.34
15774,Municipi,17089,Llagostera,2019,gener-març,37,478.76
15776,Municipi,17092,Llançà,2019,gener-març,37,479.86
15777,Municipi,25120,Lleida,2019,gener-març,627,433.15
15780,Municipi,8107,Lliçà d'Amunt,2019,gener-març,24,717.08
15781,Municipi,8108,Lliçà de Vall,2019,gener-març,12,775.0
15782,Municipi,8106,Llinars del Vallès,2019,gener-març,29,643.62
15783,Municipi,17094,Llívia,2019,gener-març,6,516.67
15784,Municipi,43074,Llorenç del Penedès,2019,gener-març,8,286.25
15785,Municipi,17095,Lloret de Mar,2019,gener-març,235,520.17
15787,Municipi,17103,Maçanet de la Selva,2019,gener-març,21,582.76
15789,Municipi,8110,Malgrat de Mar,2019,gener-març,88,548.08
