,Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda
15791,Municipi,8112,Manlleu,2019,gener-març,72,435.15
15792,Municipi,8113,Manresa,2019,gener-març,498,468.98
15794,Municipi,8114,Martorell,2019,gener-març,124,548.14
15795,Municipi,8115,Martorelles,2019,gener-març,23,514.35
15799,Municipi,8117,"Masies de Voltregà, les",2019,gener-març,8,455.0
15801,Municipi,8118,"Masnou, el",2019,gener-març,191,896.44
15803,Municipi,8119,Masquefa,2019,gener-març,31,616.61
15805,Municipi,8120,Matadepera,2019,gener-març,34,850.85
15806,Municipi,8121,Mataró,2019,gener-març,765,637.45
15807,Municipi,8122,Mediona,2019,gener-març,6,566.67
15808,Municipi,25134,Menàrguens,2019,gener-març,6,351.67
15811,Municipi,8138,Moià,2019,gener-març,37,483.11
15813,Municipi,8123,Molins de Rei,2019,gener-març,127,774.2
15814,Municipi,25137,Mollerussa,2019,gener-març,88,374.93
15816,Municipi,8124,Mollet del Vallès,2019,gener-març,226,640.91
15819,Municipi,8127,Monistrol de Montserrat,2019,gener-març,13,417.31
15821,Municipi,43086,Montblanc,2019,gener-març,21,404.61
15822,Municipi,43088,Montbrió del Camp,2019,gener-març,16,478.13
15823,Municipi,8125,Montcada i Reixac,2019,gener-març,123,651.1
15826,Municipi,8131,Montesquiu,2019,gener-març,10,301.15
15829,Municipi,8126,Montgat,2019,gener-març,52,859.51
15832,Municipi,8135,Montmeló,2019,gener-març,31,622.9
15834,Municipi,8136,Montornès del Vallès,2019,gener-març,65,564.49
15835,Municipi,43092,Mont-roig del Camp,2019,gener-març,60,482.82
15837,Municipi,43093,Móra d'Ebre,2019,gener-març,20,333.75
15839,Municipi,43095,"Morell, el",2019,gener-març,18,433.33
15842,Municipi,8140,Navarcles,2019,gener-març,17,384.71
15843,Municipi,8141,Navàs,2019,gener-març,26,443.96
15844,Municipi,17111,Navata,2019,gener-març,11,625.91
15847,Municipi,8143,Òdena,2019,gener-març,14,459.89
15849,Municipi,8145,Olèrdola,2019,gener-març,16,588.75
15851,Municipi,8147,Olesa de Montserrat,2019,gener-març,100,587.99
15854,Municipi,8148,Olivella,2019,gener-març,15,966.33
15856,Municipi,17114,Olot,2019,gener-març,213,448.61
15863,Municipi,8155,Palafolls,2019,gener-març,28,603.05
15864,Municipi,17117,Palafrugell,2019,gener-març,121,471.93
15865,Municipi,17118,Palamós,2019,gener-març,92,561.68
15867,Municipi,8156,Palau-solità i Plegamans,2019,gener-març,45,689.68
15869,Municipi,8157,Pallejà,2019,gener-març,45,733.44
15870,Municipi,8905,"Palma de Cervelló, la",2019,gener-març,24,625.63
15872,Municipi,8158,"Papiol, el",2019,gener-març,16,671.94
15873,Municipi,8159,Parets del Vallès,2019,gener-març,62,723.68
15880,Municipi,17132,Peralada,2019,gener-març,13,655.38
15882,Municipi,8161,Piera,2019,gener-març,39,563.81
15884,Municipi,8163,Pineda de Mar,2019,gener-març,159,546.2
15886,Municipi,43108,"Pla de Santa Maria, el",2019,gener-març,11,456.28
15887,Municipi,8164,"Pla del Penedès, el",2019,gener-març,7,465.71
15892,Municipi,43109,"Pobla de Mafumet, la",2019,gener-març,31,462.59
15893,Municipi,43111,"Pobla de Montornès, la",2019,gener-març,16,538.56
15894,Municipi,25171,"Pobla de Segur, la",2019,gener-març,17,295.88
15895,Municipi,8167,Polinyà,2019,gener-març,23,642.17
15898,Municipi,25173,"Pont de Suert, el",2019,gener-març,8,366.25
15899,Municipi,8182,"Pont de Vilomara i Rocafort, el",2019,gener-març,18,449.1
15903,Municipi,17137,Porqueres,2019,gener-març,12,564.58
15905,Municipi,17140,"Port de la Selva, el",2019,gener-març,9,543.94
15909,Municipi,8169,"Prat de Llobregat, el",2019,gener-març,195,734.9
15911,Municipi,8171,Prats de Lluçanès,2019,gener-març,9,424.44
15914,Municipi,8230,Premià de Dalt,2019,gener-març,43,1037.93
15915,Municipi,8172,Premià de Mar,2019,gener-març,179,744.6
15918,Municipi,17141,Puigcerdà,2019,gener-març,76,529.7
15921,Municipi,8175,Puig-reig,2019,gener-març,17,360.94
15928,Municipi,43123,Reus,2019,gener-març,628,446.06
15929,Municipi,25183,Rialp,2019,gener-març,6,291.67
15932,Municipi,17145,Ribes de Freser,2019,gener-març,9,435.2
15933,Municipi,17146,Riells i Viabrea,2019,gener-març,17,587.65
15935,Municipi,17147,Ripoll,2019,gener-març,70,354.93
15936,Municipi,8180,Ripollet,2019,gener-març,146,632.82
15937,Municipi,17148,Riudarenes,2019,gener-març,7,588.57
15940,Municipi,43128,Riudecols,2019,gener-març,9,420.55
15941,Municipi,17150,Riudellots de la Selva,2019,gener-març,9,638.89
15942,Municipi,43129,Riudoms,2019,gener-març,44,477.39
15944,Municipi,8181,"Roca del Vallès, la",2019,gener-març,31,626.02
15946,Municipi,43131,Roda de Berà,2019,gener-març,41,556.56
15947,Municipi,8183,Roda de Ter,2019,gener-març,21,393.1
15949,Municipi,43133,Roquetes,2019,gener-març,42,384.88
15950,Municipi,17152,Roses,2019,gener-març,143,488.51
15953,Municipi,8184,Rubí,2019,gener-març,324,658.93
15957,Municipi,8187,Sabadell,2019,gener-març,1008,649.03
15959,Municipi,8191,Sallent,2019,gener-març,19,386.0
15961,Municipi,43905,Salou,2019,gener-març,178,526.14
15962,Municipi,17155,Salt,2019,gener-març,150,494.94
15964,Municipi,8194,Sant Adrià de Besòs,2019,gener-març,129,714.32
15965,Municipi,8196,Sant Andreu de la Barca,2019,gener-març,103,603.66
15966,Municipi,8197,Sant Andreu de Llavaneres,2019,gener-març,64,912.34
15969,Municipi,8198,Sant Antoni de Vilamajor,2019,gener-març,37,631.43
15971,Municipi,8200,Sant Boi de Llobregat,2019,gener-març,305,670.57
15973,Municipi,43136,"Ràpita, la",2019,gener-març,83,312.54
15975,Municipi,8202,Sant Celoni,2019,gener-març,95,570.27
15976,Municipi,8204,Sant Climent de Llobregat,2019,gener-març,18,754.89
15978,Municipi,8205,Sant Cugat del Vallès,2019,gener-març,480,1135.6
15980,Municipi,8207,Sant Esteve de Palautordera,2019,gener-març,17,586.06
15981,Municipi,8208,Sant Esteve Sesrovires,2019,gener-març,28,782.43
15983,Municipi,8210,Sant Feliu de Codines,2019,gener-març,51,553.47
15984,Municipi,17160,Sant Feliu de Guíxols,2019,gener-març,143,579.15
15985,Municipi,8211,Sant Feliu de Llobregat,2019,gener-març,194,823.63
15988,Municipi,8209,Sant Fost de Campsentelles,2019,gener-març,14,601.07
15989,Municipi,8213,Sant Fruitós de Bages,2019,gener-març,23,491.96
15990,Municipi,17163,Sant Gregori,2019,gener-març,13,623.77
15991,Municipi,25192,Sant Guim de Freixenet,2019,gener-març,7,295.0
15992,Municipi,17164,Sant Hilari Sacalm,2019,gener-març,29,387.37
15993,Municipi,8215,Sant Hipòlit de Voltregà,2019,gener-març,10,508.03
15994,Municipi,8193,Sant Iscle de Vallalta,2019,gener-març,8,447.11
15996,Municipi,43137,Sant Jaume dels Domenys,2019,gener-març,9,516.4
15997,Municipi,43902,Sant Jaume d'Enveja,2019,gener-març,8,365.63
15998,Municipi,17167,Sant Joan de les Abadesses,2019,gener-març,9,352.04
16000,Municipi,8218,Sant Joan de Vilatorrada,2019,gener-març,28,521.32
16001,Municipi,8217,Sant Joan Despí,2019,gener-març,132,834.84
16002,Municipi,17185,Sant Joan les Fonts,2019,gener-març,21,364.89
16003,Municipi,17166,Sant Jordi Desvalls,2019,gener-març,7,469.29
16004,Municipi,17169,Sant Julià de Ramis,2019,gener-març,12,678.75
16005,Municipi,8220,Sant Julià de Vilatorta,2019,gener-març,9,672.22
16006,Municipi,17903,Sant Julià del Llor i Bonmatí,2019,gener-març,6,410.0
16007,Municipi,8221,Sant Just Desvern,2019,gener-març,106,1045.31
16010,Municipi,8222,Sant Llorenç d'Hortons,2019,gener-març,11,532.27
16011,Municipi,8223,Sant Llorenç Savall,2019,gener-març,16,409.73
16012,Municipi,8224,Sant Martí de Centelles,2019,gener-març,11,514.46
16015,Municipi,8227,Sant Martí Sarroca,2019,gener-març,17,498.24
16020,Municipi,8231,Sant Pere de Ribes,2019,gener-març,115,815.49
16021,Municipi,8232,Sant Pere de Riudebitlles,2019,gener-març,9,524.67
16022,Municipi,8233,Sant Pere de Torelló,2019,gener-març,9,422.78
16023,Municipi,8234,Sant Pere de Vilamajor,2019,gener-març,13,777.69
16024,Municipi,17178,Sant Pere Pescador,2019,gener-març,16,437.81
16025,Municipi,8235,Sant Pol de Mar,2019,gener-març,44,624.94
16026,Municipi,8236,Sant Quintí de Mediona,2019,gener-març,17,437.65
16028,Municipi,8238,Sant Quirze del Vallès,2019,gener-març,43,817.72
16030,Municipi,8240,Sant Sadurní d'Anoia,2019,gener-març,60,572.2
16031,Municipi,8098,Sant Salvador de Guardiola,2019,gener-març,7,675.0
16032,Municipi,8262,Sant Vicenç de Castellet,2019,gener-març,52,513.08
16033,Municipi,8264,Sant Vicenç de Montalt,2019,gener-març,26,1462.88
16034,Municipi,8265,Sant Vicenç de Torelló,2019,gener-març,6,357.5
16035,Municipi,8263,Sant Vicenç dels Horts,2019,gener-març,84,658.33
16036,Municipi,43138,Santa Bàrbara,2019,gener-març,12,300.0
16037,Municipi,8244,Santa Coloma de Cervelló,2019,gener-març,16,737.81
16038,Municipi,17180,Santa Coloma de Farners,2019,gener-març,72,498.86
16039,Municipi,8245,Santa Coloma de Gramenet,2019,gener-març,571,604.23
16040,Municipi,43139,Santa Coloma de Queralt,2019,gener-març,9,281.71
16041,Municipi,17181,Santa Cristina d'Aro,2019,gener-març,18,684.44
16042,Municipi,8246,Santa Eugènia de Berga,2019,gener-març,9,526.11
16044,Municipi,8248,Santa Eulàlia de Ronçana,2019,gener-març,17,673.53
16045,Municipi,8250,Santa Margarida de Montbui,2019,gener-març,32,401.03
16046,Municipi,8251,Santa Margarida i els Monjos,2019,gener-març,25,417.84
16050,Municipi,8259,Santa Maria de Palautordera,2019,gener-març,36,563.47
16051,Municipi,8258,Santa Maria d'Oló,2019,gener-març,6,401.67
16054,Municipi,8260,Santa Perpètua de Mogoda,2019,gener-març,63,603.61
16055,Municipi,8261,Santa Susanna,2019,gener-març,9,656.11
16056,Municipi,8192,Santpedor,2019,gener-març,36,472.73
16058,Municipi,17186,Sarrià de Ter,2019,gener-març,18,580.28
16060,Municipi,43144,"Secuita, la",2019,gener-març,7,415.0
16062,Municipi,43145,"Selva del Camp, la",2019,gener-març,14,457.5
16063,Municipi,43044,"Sénia, la",2019,gener-març,11,329.09
16065,Municipi,8267,Sentmenat,2019,gener-març,33,586.82
16066,Municipi,17190,Serinyà,2019,gener-març,6,645.0
16068,Municipi,25203,"Seu d'Urgell, la",2019,gener-març,100,379.9
16069,Municipi,8269,Seva,2019,gener-març,11,555.0
16071,Municipi,17193,Sils,2019,gener-març,35,549.43
16072,Municipi,8270,Sitges,2019,gener-març,256,968.79
16074,Municipi,25207,Solsona,2019,gener-març,65,332.9
16076,Municipi,25209,Sort,2019,gener-març,15,333.1
16078,Municipi,8273,Subirats,2019,gener-març,8,531.25
16080,Municipi,8274,Súria,2019,gener-març,16,372.32
16083,Municipi,8278,Taradell,2019,gener-març,34,476.6
16084,Municipi,43148,Tarragona,2019,gener-març,1064,508.33
16085,Municipi,25217,Tàrrega,2019,gener-març,79,353.04
16088,Municipi,8281,Teià,2019,gener-març,20,970.83
16091,Municipi,8279,Terrassa,2019,gener-març,1172,598.28
16092,Municipi,8282,Tiana,2019,gener-març,28,918.98
16094,Municipi,43150,Tivissa,2019,gener-març,6,240.32
16095,Municipi,8283,Tona,2019,gener-març,44,528.86
16097,Municipi,8284,Tordera,2019,gener-març,62,492.42
16098,Municipi,8285,Torelló,2019,gener-març,54,435.75
16100,Municipi,8286,"Torre de Claramunt, la",2019,gener-març,8,556.25
16101,Municipi,43153,Torredembarra,2019,gener-març,151,494.66
16102,Municipi,25228,Torrefarrera,2019,gener-març,16,470.0
16106,Municipi,8288,Torrelles de Foix,2019,gener-març,12,490.0
16107,Municipi,8289,Torrelles de Llobregat,2019,gener-març,19,630.0
16109,Municipi,17199,Torroella de Montgrí,2019,gener-març,55,533.0
16111,Municipi,43155,Tortosa,2019,gener-març,201,367.11
16112,Municipi,17202,Tossa de Mar,2019,gener-març,28,534.61
16113,Municipi,25234,Tremp,2019,gener-març,22,323.86
16115,Municipi,8290,Ullastrell,2019,gener-març,9,721.11
16117,Municipi,43156,Ulldecona,2019,gener-març,13,269.91
16121,Municipi,8291,Vacarisses,2019,gener-març,14,699.64
16123,Municipi,17207,"Vall d'en Bas, la",2019,gener-març,6,533.33
16125,Municipi,25240,Vallfogona de Balaguer,2019,gener-març,7,365.71
16126,Municipi,8294,Vallgorguina,2019,gener-març,13,950.0
16127,Municipi,8295,Vallirana,2019,gener-març,54,806.39
16130,Municipi,8296,Vallromanes,2019,gener-març,10,853.6
16131,Municipi,43161,Valls,2019,gener-març,128,432.72
16133,Municipi,43162,Vandellòs i l'Hospitalet de l'Infant,2019,gener-març,24,475.0
16134,Municipi,43163,"Vendrell, el",2019,gener-març,248,501.49
16139,Municipi,8298,Vic,2019,gener-març,282,533.13
16141,Municipi,17213,Vidreres,2019,gener-març,24,631.04
16142,Municipi,25243,Vielha e Mijaran,2019,gener-març,14,537.62
16147,Municipi,8301,Viladecans,2019,gener-març,191,762.83
16148,Municipi,8300,Viladecavalls,2019,gener-març,10,686.53
16150,Municipi,17220,Viladrau,2019,gener-març,6,425.0
16151,Municipi,17221,Vilafant,2019,gener-març,19,567.89
16152,Municipi,8305,Vilafranca del Penedès,2019,gener-març,243,555.61
16153,Municipi,25244,Vilagrassa,2019,gener-març,7,257.14
16158,Municipi,43166,Vilallonga del Camp,2019,gener-març,12,430.83
16167,Municipi,8302,Vilanova del Camí,2019,gener-març,49,397.45
16168,Municipi,8902,Vilanova del Vallès,2019,gener-març,23,758.13
16170,Municipi,8307,Vilanova i la Geltrú,2019,gener-març,369,614.42
16171,Municipi,43170,Vila-rodona,2019,gener-març,6,450.0
16174,Municipi,43171,Vila-seca,2019,gener-març,86,487.23
16175,Municipi,8214,Vilassar de Dalt,2019,gener-març,49,874.24
16176,Municipi,8219,Vilassar de Mar,2019,gener-març,123,872.9
16179,Municipi,17233,Vilobí d'Onyar,2019,gener-març,12,618.75
16182,Municipi,43178,Vinyols i els Arcs,2019,gener-març,14,457.43
16185,Municipi,8001,Abrera,2019,abril-juny,41,688.76
16187,Municipi,25003,Agramunt,2019,abril-juny,23,365.75
16189,Municipi,17001,Agullana,2019,abril-juny,6,440.0
16190,Municipi,8014,Aiguafreda,2019,abril-juny,16,491.88
16197,Municipi,25007,Albatàrrec,2019,abril-juny,8,376.25
16201,Municipi,43004,Alcanar,2019,abril-juny,22,346.36
16202,Municipi,25011,Alcarràs,2019,abril-juny,32,381.25
16203,Municipi,25012,Alcoletge,2019,abril-juny,15,393.38
16204,Municipi,43005,Alcover,2019,abril-juny,13,422.92
16205,Municipi,43904,"Aldea, l'",2019,abril-juny,16,295.94
16208,Municipi,8003,Alella,2019,abril-juny,40,1298.92
16214,Municipi,25019,Almacelles,2019,abril-juny,15,371.33
16217,Municipi,17006,Alp,2019,abril-juny,14,534.64
16218,Municipi,25023,Alpicat,2019,abril-juny,6,495.83
16219,Municipi,43012,Altafulla,2019,abril-juny,24,572.92
16220,Municipi,17007,Amer,2019,abril-juny,7,382.14
16221,Municipi,43013,"Ametlla de Mar, l'",2019,abril-juny,27,358.47
16222,Municipi,8005,"Ametlla del Vallès, l'",2019,abril-juny,20,972.23
16223,Municipi,43906,"Ampolla, l'",2019,abril-juny,18,416.39
16224,Municipi,43014,Amposta,2019,abril-juny,64,321.85
16225,Municipi,17008,Anglès,2019,abril-juny,25,499.6
16228,Municipi,43016,"Arboç, l'",2019,abril-juny,24,380.43
16229,Municipi,17009,Arbúcies,2019,abril-juny,34,376.0
16230,Municipi,8006,Arenys de Mar,2019,abril-juny,98,632.46
16231,Municipi,8007,Arenys de Munt,2019,abril-juny,63,605.0
16234,Municipi,8009,Argentona,2019,abril-juny,62,765.15
16237,Municipi,8010,Artés,2019,abril-juny,20,425.76
16238,Municipi,25034,Artesa de Segre,2019,abril-juny,15,271.33
16240,Municipi,8011,Avià,2019,abril-juny,6,385.0
16244,Municipi,8015,Badalona,2019,abril-juny,938,718.51
16245,Municipi,8904,Badia del Vallès,2019,abril-juny,9,284.22
16246,Municipi,8016,Bagà,2019,abril-juny,7,336.43
16248,Municipi,25040,Balaguer,2019,abril-juny,121,327.23
16249,Municipi,8017,Balenyà,2019,abril-juny,8,473.13
16250,Municipi,8018,Balsareny,2019,abril-juny,7,409.95
16251,Municipi,43020,Banyeres del Penedès,2019,abril-juny,14,505.94
16252,Municipi,17015,Banyoles,2019,abril-juny,112,519.06
16253,Municipi,8252,Barberà del Vallès,2019,abril-juny,103,672.79
16254,Municipi,8019,Barcelona,2019,abril-juny,12467,968.89
16257,Municipi,8020,Begues,2019,abril-juny,329,732.5
16258,Municipi,17013,Begur,2019,abril-juny,7,1304.29
16265,Municipi,25050,Bellpuig,2019,abril-juny,25,359.9
16267,Municipi,25051,Bellver de Cerdanya,2019,abril-juny,16,443.75
16271,Municipi,8022,Berga,2019,abril-juny,78,362.55
16272,Municipi,17019,Besalú,2019,abril-juny,9,505.0
16273,Municipi,17020,Bescanó,2019,abril-juny,8,591.26
16275,Municipi,8023,Bigues i Riells,2019,abril-juny,24,785.0
16276,Municipi,43028,"Bisbal del Penedès, la",2019,abril-juny,11,535.45
16277,Municipi,17022,"Bisbal d'Empordà, la",2019,abril-juny,74,451.39
16280,Municipi,17023,Blanes,2019,abril-juny,227,507.77
16286,Municipi,25058,"Borges Blanques, les",2019,abril-juny,31,278.36
16287,Municipi,43031,"Borges del Camp, les",2019,abril-juny,7,440.8
16292,Municipi,17027,Breda,2019,abril-juny,20,537.63
16293,Municipi,8025,"Bruc, el",2019,abril-juny,7,510.71
16296,Municipi,17030,Cabanes,2019,abril-juny,8,437.5
16299,Municipi,8028,Cabrera d'Anoia,2019,abril-juny,7,506.0
16300,Municipi,8029,Cabrera de Mar,2019,abril-juny,17,1404.71
16301,Municipi,8030,Cabrils,2019,abril-juny,26,972.06
16302,Municipi,17032,Cadaqués,2019,abril-juny,18,797.56
16303,Municipi,8031,Calaf,2019,abril-juny,17,340.29
16304,Municipi,43037,Calafell,2019,abril-juny,197,588.25
16305,Municipi,8034,Calders,2019,abril-juny,7,374.29
16306,Municipi,17033,Caldes de Malavella,2019,abril-juny,29,722.07
16307,Municipi,8033,Caldes de Montbui,2019,abril-juny,86,646.44
16308,Municipi,8032,Caldes d'Estrac,2019,abril-juny,25,704.2
16309,Municipi,8035,Calella,2019,abril-juny,150,543.67
16310,Municipi,8037,Calldetenes,2019,abril-juny,6,595.33
16311,Municipi,8038,Callús,2019,abril-juny,12,347.96
16313,Municipi,17034,Calonge i Sant Antoni,2019,abril-juny,47,533.44
16315,Municipi,43903,Camarles,2019,abril-juny,8,287.21
16316,Municipi,43038,Cambrils,2019,abril-juny,153,560.68
16318,Municipi,17036,Campdevànol,2019,abril-juny,8,320.9
16322,Municipi,17039,Camprodon,2019,abril-juny,6,483.33
16324,Municipi,8040,Canet de Mar,2019,abril-juny,75,602.48
16325,Municipi,43907,"Canonja, la",2019,abril-juny,30,454.7
16326,Municipi,8041,Canovelles,2019,abril-juny,50,562.6
16327,Municipi,8042,Cànoves i Samalús,2019,abril-juny,9,851.78
16329,Municipi,8043,Canyelles,2019,abril-juny,10,838.0
16330,Municipi,8044,Capellades,2019,abril-juny,22,459.09
16332,Municipi,8046,Cardedeu,2019,abril-juny,110,662.99
16333,Municipi,8047,Cardona,2019,abril-juny,19,295.81
16335,Municipi,17044,Cassà de la Selva,2019,abril-juny,52,555.87
16336,Municipi,8049,Casserres,2019,abril-juny,6,361.67
16338,Municipi,8051,Castellar del Vallès,2019,abril-juny,79,672.4
16339,Municipi,8053,Castellbell i el Vilar,2019,abril-juny,15,492.33
16340,Municipi,8054,Castellbisbal,2019,abril-juny,47,761.85
16342,Municipi,8056,Castelldefels,2019,abril-juny,342,1026.34
16345,Municipi,8061,Castellgalí,2019,abril-juny,6,666.67
16349,Municipi,17047,Castelló d'Empúries,2019,abril-juny,54,466.2
16350,Municipi,17048,Castell-Platja d'Aro,2019,abril-juny,52,646.52
16352,Municipi,8064,Castellterçol,2019,abril-juny,23,481.04
16355,Municipi,8066,Castellví de Rosanes,2019,abril-juny,7,707.14
16356,Municipi,43043,"Catllar, el",2019,abril-juny,9,562.78
16357,Municipi,17189,"Cellera de Ter, la",2019,abril-juny,7,417.14
16358,Municipi,17049,Celrà,2019,abril-juny,24,573.37
16359,Municipi,8067,Centelles,2019,abril-juny,40,461.37
16361,Municipi,8266,Cerdanyola del Vallès,2019,abril-juny,221,726.65
16362,Municipi,8068,Cervelló,2019,abril-juny,26,810.5
16363,Municipi,25072,Cervera,2019,abril-juny,48,319.1
16368,Municipi,8069,Collbató,2019,abril-juny,6,829.17
16372,Municipi,43047,Constantí,2019,abril-juny,22,377.86
16373,Municipi,8072,Corbera de Llobregat,2019,abril-juny,72,654.22
16377,Municipi,8073,Cornellà de Llobregat,2019,abril-juny,425,707.64
