CODI_10,NOM_ENS,ANY,TOTAL,HOMES,DONES
0804620002,Ajuntament de Cardedeu,2017,18210,8951,9259
4300810007,Ajuntament d'Alfara de Carles,1993,390,,
4310930008,Ajuntament de la Pobla de Mafumet,1992,928,,
0806890004,Ajuntament de Cervelló,2001,6295,,
4316490004,Ajuntament de Vespella de Gaià,1994,120,,
0815210007,Ajuntament d'Orpí,2016,139,,
0829560009,Ajuntament de Vallirana,1992,6620,,
0890190004,Ajuntament de Rupit i Pruit,2003,354,0,0
2504500000,Ajuntament de Bausen,2008,60,37,23
8000840003,Diputació de Barcelona,2005,5226354,,
0806670005,Ajuntament de Castellví de Rosanes,2014,1760,871,889
4315080001,Ajuntament de Tivissa,1994,1768,,
1716930008,Ajuntament de Sant Julià de Ramis,2003,2240,0,0
0890450006,Ajuntament de Badia del Vallès,2004,14313,,
1722350006,Ajuntament de Vilajuïga,1996,856,,
0829000000,Ajuntament d'Ullastrell,2006,1529,,
4307480001,Ajuntament de Llorenç del Penedès,2015,2323,,
0807340003,Ajuntament de Cornellà de Llobregat,2000,80998,,
0813040003,Ajuntament de Montclar,1995,251,,
1707080001,Ajuntament de Fontanilles,2006,175,,
0807520002,Ajuntament de Dosrius,2018,5281,2681,2600
1722350006,Ajuntament de Vilajuïga,2009,1149,,
2505950006,Ajuntament de Bossòst,2019,1109,,
4315200000,Ajuntament de la Torre de l'Espanyol,1994,700,,
2516410007,Ajuntament de Penelles,1993,558,,
4310740003,Ajuntament de Pira,2013,491,256,235
0830200000,Ajuntament de Vilanova del Camí,2010,12644,,
0814190004,Ajuntament de Navàs,1990,5473,,
1714110007,Ajuntament de Puigcerdà,2008,9365,4855,4510
1706940003,Ajuntament de Fontanals de Cerdanya,2013,458,231,227
4309440003,Ajuntament de Móra la Nova,2001,2715,,
4305420002,Ajuntament de l'Espluga de Francolí,2018,3742,1810,1932
2502540003,Ajuntament de Naut Aran,2000,1480,,
4312330008,Ajuntament de Reus,1999,88912,,
0821400000,Ajuntament de Vilassar de Dalt,2004,7902,,
1700970005,Ajuntament d'Arbúcies,1995,4848,,
4302280001,Ajuntament de Batea,2003,2063,0,0
0823030008,Ajuntament de Premià de Dalt,2000,8869,,
0815680001,Ajuntament de Palau-solità i Plegamans,2006,13310,,
4302280001,Ajuntament de Batea,2001,2000,,
8103260009,Consell Comarcal de la Segarra,2002,19059,0,0
0810690004,Ajuntament de Llinars del Vallès,2002,7363,0,0
8100560009,Consell Comarcal de l'Alta Ribagorça,2019,3802,,
0805170005,Ajuntament de Castellar del Vallès,2000,17444,,
4307270005,Ajuntament del Lloar,2019,107,,
4305210007,Ajuntament de Xerta,2014,1250,606,644
4390390004,Ajuntament de Camarles,1991,2868,,
2509250006,Ajuntament de la Floresta,2001,188,,
1707540003,Ajuntament de Garrigàs,2019,437,,
2515170005,Ajuntament d'Olius,2001,564,,
0819390004,Ajuntament de Sant Iscle de Vallalta,2020,1342,,
1718510007,Ajuntament de Sant Joan les Fonts,1996,2745,,
1712890004,Ajuntament de Pau,1998,415,,
0815680001,Ajuntament de Palau-solità i Plegamans,2018,14636,7160,7476
4305740003,Ajuntament de la Febró,1999,62,,
1719590004,Ajuntament de la Tallada d'Empordà,1995,335,,
1714110007,Ajuntament de Puigcerdà,2015,8825,,
4305420002,Ajuntament de l'Espluga de Francolí,2014,3836,1867,1969
2521730008,Ajuntament de Tàrrega,2014,16587,8256,8331
1702800000,Ajuntament de Brunyola i Sant Martí Sapresa,2010,367,,
0810690004,Ajuntament de Llinars del Vallès,1998,6468,,
0812490004,Ajuntament de Mollet del Vallès,2002,48727,0,0
4302130008,Ajuntament de Barberà de la Conca,2016,478,,
0814580001,Ajuntament d'Olèrdola,1998,2058,,
0813040003,Ajuntament de Montclar,2015,120,,
4316060009,Ajuntament de Vallmoll,2003,1337,0,0
0810750006,Ajuntament de Lliçà d'Amunt,2012,14584,,
1713710007,Ajuntament de Porqueres,1992,3086,,
7003090004,Entitat Municipal Descentralitzada de Manyanet,2019,15,11,4
4303630008,Ajuntament de Cabra del Camp,2008,1078,571,507
1703140003,Ajuntament de Cabanelles,2000,226,,
0822330008,Ajuntament de Sant Llorenç Savall,2002,2123,0,0
0800390004,Ajuntament d'Alella,1990,6433,,
2520940003,Ajuntament de Sort,1999,1755,,
0821720002,Ajuntament de Sant Joan Despí,2009,32030,,
2500450006,Ajuntament dels Alamús,2016,799,,
4314760009,Ajuntament de Solivella,2006,630,,
1702680001,Ajuntament de Borrassà,1998,489,,
1709260009,Ajuntament de Llançà,2005,4371,2173,2198
4305210007,Ajuntament de Xerta,2019,1170,,
0828450006,Ajuntament de Tordera,1995,8951,,
4305370005,Ajuntament de Duesaigües,2012,241,,
8102280001,Consell Comarcal del Montsià,2009,72189,,
4305930008,Ajuntament de Figuerola del Camp,2018,315,156,159
2520170005,Ajuntament de Sarroca de Bellera,2021,120,69,51
4309010007,Ajuntament del Montmell,2003,784,0,0
4311290004,Ajuntament de Poboleda,2001,339,,
0811200000,Ajuntament de Manlleu,2016,20104,,
1707360009,Ajuntament de Fornells de la Selva,2011,2380,1163,1217
0828610007,Ajuntament de la Torre de Claramunt,2017,3707,1900,1807
1720390004,Ajuntament d'Ultramort,1995,200,,
4308310007,Ajuntament del Milà,2006,180,,
2500960009,Ajuntament de l'Albi,2004,836,,
1702160009,Ajuntament de Beuda,2005,147,75,72
0803860009,Ajuntament de Callús,2011,1940,945,995
2514590004,Ajuntament de Nalec,1995,105,,
4308620002,Ajuntament de Montblanc,2018,7384,3738,3646
2507070005,Ajuntament de Castellserà,1991,1161,,
4309760009,Ajuntament de la Nou de Gaià,2000,376,,
0827110007,Ajuntament de Sobremunt,2009,98,,
0829560009,Ajuntament de Vallirana,2018,14877,7441,7436
1702420002,Ajuntament de Bolvir,2008,363,197,166
1703720002,Ajuntament de Campelles,2009,125,,
2520940003,Ajuntament de Sort,2005,2113,1080,1033
0825200000,Ajuntament de Barberà del Vallès,2010,31688,,
0819440003,Ajuntament de Sant Adrià de Besòs,2015,35814,,
2518980001,Ajuntament de Rosselló,1994,1678,,
0800440003,Ajuntament d'Alpens,2014,300,162,138
4305740003,Ajuntament de la Febró,2017,42,27,15
1715180001,Ajuntament de Riumors,2007,189,103,86
2519190004,Ajuntament de Sanaüja,2000,464,,
2523470005,Ajuntament de Tremp,2000,5377,,
0802140003,Ajuntament de Bellprat,2003,92,0,0
2521540003,Ajuntament de Talarn,1999,362,,
4304190004,Ajuntament de Caseres,1996,333,,
1702740003,Ajuntament de Breda,2020,3762,,
0818030008,Ajuntament de Ripollet,2017,37899,18776,19123
0824820002,Ajuntament de Santa Eulàlia de Ronçana,2007,6458,3239,3219
0810380001,Ajuntament de Jorba,1991,513,,
0818100000,Ajuntament de la Roca del Vallès,2010,10291,,
4311660009,Ajuntament de Prades,1992,534,,
0808470005,Ajuntament de Fonollosa,2020,1459,,
4307640003,Ajuntament de Marçà,2018,599,320,279
0807060009,Ajuntament de Collsuspina,2009,351,,
7003420002,Entitat Municipal Descentralitzada de Pi,2005,84,,
2512910007,Ajuntament de Llobera,2014,201,104,97
0829940003,Ajuntament de Vilada,2002,538,0,0
4311350006,Ajuntament del Pont d'Armentera,2018,512,259,253
0824950006,Ajuntament de Santa Fe del Penedès,2005,338,174,164
4316130008,Ajuntament de Valls,2003,21649,0,0
0803120002,Ajuntament de Calaf,1990,3187,,
7001250006,Entitat Municipal Descentralitzada d'Aubèrt e Betlan,2011,276,,
2516920002,Ajuntament de la Pobla de Cérvoles,2016,206,,
4308840003,Ajuntament de Montbrió del Camp,2001,1519,,
1704050006,Ajuntament de Canet d'Adri,1996,503,,
0815160009,Ajuntament d'Oristà,2015,559,,
0800230008,Ajuntament d'Aguilar de Segarra,2000,213,,
4302900000,Ajuntament de Blancafort,1990,429,,
0821530008,Ajuntament de Sant Hipòlit de Voltregà,1991,2981,,
2524580001,Ajuntament de Vilaller,2015,566,,
0811410007,Ajuntament de Martorell,1999,19969,,
7000270005,Entitat Municipal Descentralitzada d'Arànser,1994,55,,
4304960009,Ajuntament de Cornudella de Montsant,1995,855,,
2513480001,Ajuntament de Menàrguens,2016,847,,
4303630008,Ajuntament de Cabra del Camp,1995,483,,
4315080001,Ajuntament de Tivissa,1992,1774,,
2513480001,Ajuntament de Menàrguens,2008,843,436,407
1704120002,Ajuntament de Cantallops,1999,264,,
0810810007,Ajuntament de Lliçà de Vall,2001,5236,,
1790260009,Ajuntament de Forallac,2018,1713,843,870
1708130008,Ajuntament de Gualta,1994,268,,
4306660009,Ajuntament dels Garidells,2005,189,101,88
4302130008,Ajuntament de Barberà de la Conca,2018,476,258,218
4304300000,Ajuntament del Catllar,2018,4344,2253,2091
2505570005,Ajuntament de Biosca,2011,222,123,99
0802290004,Ajuntament de Berga,1994,14460,,
2519240003,Ajuntament de Sant Guim de Freixenet,2016,1059,,
0821530008,Ajuntament de Sant Hipòlit de Voltregà,1995,2979,,
0830200000,Ajuntament de Vilanova del Camí,1999,10111,,
0806410007,Ajuntament de Castellterçol,1996,1970,,
8102490004,Consell Comarcal d'Osona,2013,155069,77273,77796
1703910007,Ajuntament de Camprodon,2002,2312,0,0
2510010007,Ajuntament de Gósol,2011,230,128,102
4305930008,Ajuntament de Figuerola del Camp,2012,348,,
1701950006,Ajuntament de Besalú,1994,2047,,
2504850006,Ajuntament de Bell-lloc d'Urgell,2001,2125,,
2513050006,Ajuntament de Maldà,1999,286,,
1715440003,Ajuntament de Sales de Llierca,2000,89,,
1719310007,Ajuntament de Sils,2017,5910,2996,2914
1702680001,Ajuntament de Borrassà,1995,483,,
0809830008,Ajuntament de Sant Salvador de Guardiola,2003,2390,0,0
0818590004,Ajuntament de Rubió,2012,227,,
1719310007,Ajuntament de Sils,1991,2356,,
0808320002,Ajuntament de Folgueroles,1990,1115,,
4312860009,Ajuntament de Riudecols,1994,957,,
1709260009,Ajuntament de Llançà,2012,5105,,
4316280001,Ajuntament de Vandellòs i l'Hospitalet de l'Infant,2014,6047,3011,3036
1721550006,Ajuntament de Vilablareix,1993,1078,,
1719030008,Ajuntament de Serinyà,2008,1101,570,531
1705770005,Ajuntament de Corçà,1990,1144,,
1713340003,Ajuntament de les Planes d'Hostoles,1992,1795,,
4315410007,Ajuntament de Torroja del Priorat,2017,149,82,67
4303260009,Ajuntament de Bot,2007,727,372,355
0803270005,Ajuntament de Caldes d'Estrac,2013,2760,1313,1447
0829000000,Ajuntament d'Ullastrell,1993,968,,
1700590004,Ajuntament del Far d'Empordà,2016,553,,
2514250006,Ajuntament de Montoliu de Lleida,1992,462,,
2517340003,Ajuntament del Pont de Suert,1999,2183,,
0802530008,Ajuntament del Bruc,1994,827,,
0824820002,Ajuntament de Santa Eulàlia de Ronçana,2014,7114,3577,3537
2510010007,Ajuntament de Gósol,1990,203,,
4304580001,Ajuntament de Colldejou,2006,190,,
1700780001,Ajuntament d'Amer,2009,2304,,
1705770005,Ajuntament de Corçà,1994,1145,,
0816910007,Ajuntament del Prat de Llobregat,2021,65532,32073,33459
1707360009,Ajuntament de Fornells de la Selva,2015,2528,,
2504500000,Ajuntament de Bausen,1994,67,,
4305930008,Ajuntament de Figuerola del Camp,2010,346,,
2522710007,Ajuntament de la Torre de Cabdella,2005,732,368,364
8102710007,Consell Comarcal del Pla d'Urgell,2020,36737,,
4311070005,Ajuntament de la Pobla de Massaluca,2018,328,180,148
2520170005,Ajuntament de Sarroca de Bellera,2012,129,,
2504790004,Ajuntament de Bellcaire d'Urgell,2000,1307,,
4313100000,Ajuntament de Roda de Berà,2017,6354,3273,3081
1701010007,Ajuntament d'Argelaguer,2004,385,,
2504500000,Ajuntament de Bausen,2000,62,,
2511420002,Ajuntament d'Ivorra,2021,110,61,49
0811920002,Ajuntament de Masquefa,2020,9402,,
2512400000,Ajuntament de Lladurs,2010,193,,
0814300000,Ajuntament d'Òdena,1999,2686,,
0810810007,Ajuntament de Lliçà de Vall,2019,6542,,
2503710007,Ajuntament de les Avellanes i Santa Linya,2008,470,266,204
0804840003,Ajuntament de Carme,2000,686,,
0827470005,Ajuntament de Súria,2008,6454,3168,3286
1722660009,Ajuntament de Vilamalla,2012,1101,,
2519190004,Ajuntament de Sanaüja,2007,454,235,219
1718990004,Ajuntament de la Cellera de Ter,2010,2141,,
2511550006,Ajuntament d'Isona i Conca Dellà,1998,1270,,
4307640003,Ajuntament de Marçà,2003,596,0,0
0812340003,Ajuntament de Molins de Rei,1994,19080,,
0805430008,Ajuntament de Castellbisbal,2014,12434,6331,6103
2515170005,Ajuntament d'Olius,2017,931,497,434
1703880001,Ajuntament de Campllong,2016,516,,
0823620002,Ajuntament de Sant Quintí de Mediona,2006,2039,,
2507880001,Ajuntament de Corbins,2012,1403,,
1703720002,Ajuntament de Campelles,1994,133,,
8100690004,Consell Comarcal de l'Anoia,2006,109198,,
2520170005,Ajuntament de Sarroca de Bellera,2005,145,80,65
1702420002,Ajuntament de Bolvir,2017,380,199,181
4316130008,Ajuntament de Valls,1994,20263,,
1706430008,Ajuntament d'Espolla,1993,400,,
2519190004,Ajuntament de Sanaüja,1994,450,,
0818250006,Ajuntament del Pont de Vilomara i Rocafort,2013,3769,1965,1804
2518320002,Ajuntament de Rialp,2020,641,,
8001760009,Diputació de Girona,2020,781788,,
2517900000,Ajuntament de Prullans,2015,206,,
1708870005,Ajuntament de Lladó,2000,502,,
2519240003,Ajuntament de Sant Guim de Freixenet,2018,1040,546,494
0806670005,Ajuntament de Castellví de Rosanes,2010,1755,,
1716090004,Ajuntament de Sant Feliu de Guíxols,2008,21726,10888,10838
1720390004,Ajuntament d'Ultramort,2006,200,,
4311530008,Ajuntament de Pradell de la Teixeta,1994,247,,
4307330008,Ajuntament de Llorac,1992,104,,
0802070005,Ajuntament de Begues,1999,3838,,
0813630008,Ajuntament de Montornès del Vallès,2014,16217,8241,7976
8101410007,Consell Comarcal del Berguedà,1991,38965,,
4317500000,Ajuntament de Vilalba dels Arcs,2008,723,381,342
0815160009,Ajuntament d'Oristà,2004,603,,
1719620002,Ajuntament de Terrades,1998,183,,
0819180001,Ajuntament de Sallent,2011,6892,3317,3575
0802530008,Ajuntament del Bruc,2002,1302,0,0
0826060009,Ajuntament de Santa Perpètua de Mogoda,2000,19084,,
0808320002,Ajuntament de Folgueroles,2007,2058,1038,1020
2520560009,Ajuntament de Sidamon,2007,707,366,341
4313460009,Ajuntament del Rourell,2001,261,,
2510390004,Ajuntament de Granyanella,2010,156,,
2504500000,Ajuntament de Bausen,2019,58,,
0811890004,Ajuntament del Masnou,2015,22923,,
1722530008,Ajuntament de Vilamacolum,2012,289,,
4311530008,Ajuntament de Pradell de la Teixeta,2008,164,80,84
1718860009,Ajuntament de la Selva de Mar,2006,223,,
0801420002,Ajuntament d'Aiguafreda,1992,2062,,
1721550006,Ajuntament de Vilablareix,2000,1842,,
1700100000,Ajuntament d'Agullana,2013,853,434,419
8103790004,Consell Comarcal de la Terra Alta,1998,12386,,
0812900000,Ajuntament de Muntanyola,1992,178,,
1702210007,Ajuntament de la Bisbal d'Empordà,2004,8885,,
0818100000,Ajuntament de la Roca del Vallès,2006,9418,,
0812060009,Ajuntament de Matadepera,2010,8606,,
2512350006,Ajuntament de Lladorre,1992,218,,
2524240003,Ajuntament de Verdú,2019,919,,
0890240003,Ajuntament de Vilanova del Vallès,1998,2169,,
2524240003,Ajuntament de Verdú,2013,1002,478,524
4310550006,Ajuntament de les Piles,2007,201,115,86
4311140003,Ajuntament de la Pobla de Montornès,2017,2795,1468,1327
4300560009,Ajuntament d'Alcover,1995,3466,,
4301080001,Ajuntament d'Alió,2018,426,200,226
0807340003,Ajuntament de Cornellà de Llobregat,1995,83287,,
4303110007,Ajuntament de les Borges del Camp,2017,2080,1057,1023
0801740003,Ajuntament de Balenyà,2003,3280,0,0
7002390004,Entitat Municipal Descentralitzada d'Espui,1994,190,,
2505600000,Ajuntament de Bovera,2021,261,147,114
2507660009,Ajuntament del Cogul,2001,225,,
0813320002,Ajuntament de Montmaneu,1996,217,,
2504630008,Ajuntament de Belianes,2018,525,265,260
1719100000,Ajuntament de Serra de Daró,1993,188,,
0806410007,Ajuntament de Castellterçol,2012,2407,,
2524240003,Ajuntament de Verdú,2007,1014,491,523
4316060009,Ajuntament de Vallmoll,1998,1058,,
2501690004,Ajuntament d'Alguaire,2002,2844,0,0
1710770005,Ajuntament de Molló,2020,336,,
4306530008,Ajuntament de Garcia,1991,567,,
0806410007,Ajuntament de Castellterçol,2008,2325,1164,1161
0808500000,Ajuntament de Font-rubí,2011,1466,771,695
4307330008,Ajuntament de Llorac,2011,112,59,53
2591390004,Ajuntament de Riu de Cerdanya,2010,111,,
4307860009,Ajuntament de Masdenverge,2013,1140,596,544
4312050006,Ajuntament de Querol,1996,238,,
0805220002,Ajuntament de Castellar de n'Hug,2013,166,92,74
0813980001,Ajuntament de Mura,2003,225,0,0
4306660009,Ajuntament dels Garidells,1992,184,,
0815800000,Ajuntament del Papiol,2005,3686,1863,1823
0816910007,Ajuntament del Prat de Llobregat,2009,63418,,
2521200000,Ajuntament de Sunyer,2014,307,163,144
0803990004,Ajuntament de Campins,2017,498,260,238
2516410007,Ajuntament de Penelles,2003,538,0,0
2524240003,Ajuntament de Verdú,1996,994,,
0813110007,Ajuntament de Montesquiu,2007,861,436,425
2508860009,Ajuntament d'Estamariu,2015,124,,
2501380001,Ajuntament d'Alfarràs,2012,3077,,
1703400000,Ajuntament de Calonge i Sant Antoni,2003,8282,0,0
4308970005,Ajuntament de Montferri,1998,158,,
0824820002,Ajuntament de Santa Eulàlia de Ronçana,2013,7042,3530,3512
4315410007,Ajuntament de Torroja del Priorat,2013,166,91,75
2501000000,Ajuntament d'Alcanó,2002,256,0,0
0823310007,Ajuntament de Sant Pere de Torelló,2021,2488,1286,1202
1713710007,Ajuntament de Porqueres,1991,3073,,
0828580001,Ajuntament de Torelló,2015,13881,,
4315730008,Ajuntament d'Ulldemolins,1996,494,,
0819440003,Ajuntament de Sant Adrià de Besòs,2001,32439,,
1723050006,Ajuntament de Vila-sacra,2013,661,323,338
2522280001,Ajuntament de Tiurana,2013,77,35,42
1719250006,Ajuntament de Setcases,2009,173,,
0801930008,Ajuntament de Barcelona,2010,1619337,,
4312640003,Ajuntament de la Riera de Gaià,2017,1704,851,853
4303790004,Ajuntament de Calafell,2004,17277,,
2503650006,Ajuntament d'Aspa,2013,212,107,105
4304300000,Ajuntament del Catllar,2016,4211,,
1700250006,Ajuntament d'Aiguaviva,2007,614,310,304
1704860009,Ajuntament de Castell-Platja d'Aro,1993,5122,,
8100690004,Consell Comarcal de l'Anoia,2003,98581,0,0
4302650006,Ajuntament de Benissanet,2001,1048,,
0820740003,Ajuntament de Sant Esteve de Palautordera,2010,2500,,
2525420002,Ajuntament de Vilanova de la Barca,2007,1105,551,554
4311910007,Ajuntament de Puigpelat,1994,468,,
4312050006,Ajuntament de Querol,2016,543,,
0822120002,Ajuntament de Sant Just Desvern,1996,13306,,
2519190004,Ajuntament de Sanaüja,1999,453,,
0828190004,Ajuntament de Teià,2013,6144,3047,3097
1716090004,Ajuntament de Sant Feliu de Guíxols,2006,20867,,
7000120002,Entitat Municipal Descentralitzada d'Ainet de Besan,2021,47,,
0819570005,Ajuntament de Sant Agustí de Lluçanès,2004,103,,
8002550006,Diputació de Lleida,2007,414015,211268,202747
0826490004,Ajuntament de Sant Vicenç de Montalt,1998,2638,,
4310680001,Ajuntament del Pinell de Brai,2019,1017,,
0812650006,Ajuntament de Montgat,1998,7783,,
8102900000,Consell Comarcal del Priorat,2015,9547,,
4309760009,Ajuntament de la Nou de Gaià,2016,546,,
7004530008,Entitat Municipal Descentralitzada de Tredòs,2005,154,,
1710610007,Ajuntament de Mollet de Peralada,2016,180,,
4311880001,Ajuntament de Pratdip,1996,452,,
0828830008,Ajuntament de Torrelles de Foix,2005,2175,1181,994
4312510007,Ajuntament de Riba-roja d'Ebre,2019,1126,,
4302490004,Ajuntament de Bellvei,2021,2303,1183,1120
0819010007,Ajuntament de Saldes,2008,344,196,148
4300690004,Ajuntament d'Aldover,1995,813,,
1719970005,Ajuntament de Torroella de Montgrí,2019,11645,,
0811080001,Ajuntament de Malgrat de Mar,2019,18579,,
0822270005,Ajuntament de Sant Llorenç d'Hortons,2002,1779,0,0
4309230008,Ajuntament de Mont-roig del Camp,2000,6683,,
1719780001,Ajuntament de Torrent,1992,181,,
2514250006,Ajuntament de Montoliu de Lleida,2018,469,236,233
4302870005,Ajuntament de la Bisbal del Penedès,1994,1535,,
1715010007,Ajuntament de Riudellots de la Selva,1995,1450,,
1701010007,Ajuntament d'Argelaguer,2001,401,,
0819230008,Ajuntament de Santpedor,1995,4892,,
0811080001,Ajuntament de Malgrat de Mar,2015,18371,,
4304580001,Ajuntament de Colldejou,2009,183,,
1716800000,Ajuntament de Sant Joan de Mollet,2003,419,0,0
2506160009,Ajuntament de Cabó,1993,141,,
2515220002,Ajuntament de les Oluges,1991,214,,
0822330008,Ajuntament de Sant Llorenç Savall,2013,2401,1225,1176
0817510007,Ajuntament de Puig-reig,1996,4578,,
0815550006,Ajuntament de Palafolls,2007,8061,4049,4012
0829170005,Ajuntament de Vacarisses,1996,1711,,
0801090004,Ajuntament d'Artés,1998,4271,,
4308460009,Ajuntament de Miravet,2005,799,419,380
0808260009,Ajuntament de Fogars de la Selva,2009,1513,,
1701390004,Ajuntament de Begur,2021,4039,2020,2019
0802880001,Ajuntament de Cabrera d'Anoia,2018,1376,726,650
2504470005,Ajuntament de Bassella,2017,229,109,120
2521730008,Ajuntament de Tàrrega,2013,16670,8347,8323
8101890004,Consell Comarcal de les Garrigues,2021,19010,9965,9045
1700620002,Ajuntament d'Alp,2000,1194,,
0822120002,Ajuntament de Sant Just Desvern,2004,14910,,
4313620002,Ajuntament de la Ràpita,2011,15338,7595,7743
4308590004,Ajuntament del Molar,2012,296,,
4390390004,Ajuntament de Camarles,2008,3629,1872,1757
0809190004,Ajuntament de Gelida,2013,7123,3552,3571
0829220002,Ajuntament de Vallbona d'Anoia,2004,1190,,
7001030008,Entitat Municipal Descentralitzada d'Arties e Garòs,2015,620,321,299
1718270005,Ajuntament de Santa Llogaia d'Àlguema,2001,286,,
0826280001,Ajuntament de Sant Vicenç de Castellet,2001,7190,,
2508510007,Ajuntament d'Estaràs,2001,190,,
1701600000,Ajuntament de Bàscara,2006,900,,
1703880001,Ajuntament de Campllong,2014,515,257,258
1712150006,Ajuntament de Palau-sator,2007,289,154,135
1790320002,Ajuntament de Sant Julià del Llor i Bonmatí,1995,907,,
2517650006,Ajuntament de Preixana,1998,431,,
2524240003,Ajuntament de Verdú,2012,1008,,
4303470005,Ajuntament de Bràfim,2006,650,,
0822480001,Ajuntament de Sant Martí de Centelles,2010,1034,,
4312860009,Ajuntament de Riudecols,2012,1289,,
0804840003,Ajuntament de Carme,1993,675,,
1706000000,Ajuntament de Darnius,2019,546,,
1718330008,Ajuntament de Sant Aniol de Finestres,2017,363,195,168
4305420002,Ajuntament de l'Espluga de Francolí,2010,3949,,
0827260009,Ajuntament de Sora,2019,209,,
0826060009,Ajuntament de Santa Perpètua de Mogoda,2003,20652,0,0
4305550006,Ajuntament de Falset,2014,2838,1429,1409
4304830008,Ajuntament de Corbera d'Ebre,1995,1103,,
4305800000,Ajuntament de la Figuera,1993,132,,
0801160009,Ajuntament d'Avià,1991,1778,,
2518980001,Ajuntament de Rosselló,2003,1986,0,0
4307270005,Ajuntament del Lloar,2017,117,60,57
8100220002,Consell Comarcal de l'Alt Empordà,2001,103631,0,0
0812650006,Ajuntament de Montgat,2008,10059,4955,5104
2501690004,Ajuntament d'Alguaire,2013,3113,1636,1477
1719460009,Ajuntament de Susqueda,2007,126,69,57
7001310007,Entitat Municipal Descentralitzada de Bagergue,2003,66,,
0813790004,Ajuntament de Montseny,1990,272,,
0809020002,Ajuntament de Gaià,2019,175,,
8102340003,Consell Comarcal de la Noguera,2013,39828,20493,19335
2523850006,Ajuntament de Vallbona de les Monges,2021,236,122,114
0820160009,Ajuntament de Sant Boi de Lluçanès,2003,577,0,0
2501430008,Ajuntament d'Alfés,1992,339,,
4311660009,Ajuntament de Prades,2021,602,322,280
0815090004,Ajuntament d'Orís,2017,316,160,156
1701820002,Ajuntament de Bellcaire d'Empordà,2012,661,,
8100750006,Consell Comarcal del Bages,1994,153673,,
1714850006,Ajuntament de Riudarenes,2009,2070,,
1709630008,Ajuntament de les Llosses,2014,211,121,90
0823030008,Ajuntament de Premià de Dalt,2021,10419,5203,5216
4309180001,Ajuntament de Mont-ral,1992,113,,
1713900000,Ajuntament de les Preses,2003,1554,0,0
0812710007,Ajuntament de Monistrol de Montserrat,1994,2502,,
1719590004,Ajuntament de la Tallada d'Empordà,1991,331,,
0822640003,Ajuntament de Sant Martí de Tous,2006,1101,,
0820800000,Ajuntament de Sant Esteve Sesrovires,2000,5161,,
4303260009,Ajuntament de Bot,2017,609,306,303
8100810007,Consell Comarcal del Baix Camp,1990,131568,,
0814610007,Ajuntament d'Olesa de Bonesvalls,2008,1662,880,782
7002570005,Entitat Municipal Descentralitzada de Gausac,2003,574,,
4305740003,Ajuntament de la Febró,2012,49,,
0817120002,Ajuntament de Prats de Lluçanès,1994,2692,,
0807520002,Ajuntament de Dosrius,2020,5652,,
4302340003,Ajuntament de Bellmunt del Priorat,1990,327,,
1715570005,Ajuntament de Salt,1998,21678,,
0802140003,Ajuntament de Bellprat,2019,64,,
0815550006,Ajuntament de Palafolls,2021,9646,4840,4806
2505390004,Ajuntament de Benavent de Segrià,2012,1540,,
1716930008,Ajuntament de Sant Julià de Ramis,1999,1986,,
2523260009,Ajuntament de Torres de Segre,2017,2225,1130,1095
0817700000,Ajuntament de la Quar,2007,61,36,25
4304240003,Ajuntament de Castellvell del Camp,2020,2828,,
4310090004,Ajuntament dels Pallaresos,2014,4479,2283,2196
7000120002,Entitat Municipal Descentralitzada d'Ainet de Besan,1994,54,,
2501430008,Ajuntament d'Alfés,1990,345,,
1708520002,Ajuntament de Jafre,2013,407,221,186
1706940003,Ajuntament de Fontanals de Cerdanya,2004,428,,
1703530008,Ajuntament de Camós,2001,626,,
1721370005,Ajuntament de Vidreres,2010,7629,,
2522280001,Ajuntament de Tiurana,2018,74,38,36
1710960009,Ajuntament de Montagut i Oix,2001,784,,
1714850006,Ajuntament de Riudarenes,2012,2180,,
1722140003,Ajuntament de Vilafant,1995,3234,,
2506090004,Ajuntament de Cabanabona,1994,106,,
2508700000,Ajuntament d'Esterri de Cardós,2001,77,,
0802070005,Ajuntament de Begues,2002,4775,0,0
0807340003,Ajuntament de Cornellà de Llobregat,2017,86610,42023,44587
2505010007,Ajuntament de Bellpuig,2009,4940,,
0830670005,Ajuntament de Vilalba Sasserra,2011,670,339,331
1706430008,Ajuntament d'Espolla,1995,400,,
4310800000,Ajuntament del Pla de Santa Maria,2008,2213,1155,1058
1717720002,Ajuntament de Sant Pau de Segúries,2002,658,0,0
1718330008,Ajuntament de Sant Aniol de Finestres,2004,291,,
8102520002,Consell Comarcal del Pallars Jussà,2016,13453,,
4306720002,Ajuntament de Ginestar,2001,845,,
4304770005,Ajuntament de Constantí,2018,6516,3411,3105
2590840003,Ajuntament de Fígols i Alinyà,1994,345,,
4302710007,Ajuntament de la Bisbal de Falset,2004,244,,
2590780001,Ajuntament de Torrefeta i Florejacs,1994,710,,
1709320002,Ajuntament de Llers,1998,873,,
4309390004,Ajuntament de Móra d'Ebre,1995,4735,,
4308250006,Ajuntament del Masroig,1998,524,,
1702420002,Ajuntament de Bolvir,2015,380,,
1719030008,Ajuntament de Serinyà,1991,763,,
4304450006,Ajuntament de la Sénia,1993,4989,,
4303980001,Ajuntament de Capafonts,2003,119,0,0
