CODI_10,NOM_ENS,ANY,TOTAL,HOMES,DONES
1714790004,Ajuntament de Ripoll,1993,11339,,
0802660009,Ajuntament del Brull,2013,266,142,124
2524960009,Ajuntament de Vilanova de l'Aguda,1992,278,,
2590590004,Ajuntament de Ribera d'Ondara,2011,459,238,221
2500300000,Ajuntament d'Agramunt,2019,5371,,
1715230008,Ajuntament de Roses,2011,19731,9947,9784
1706940003,Ajuntament de Fontanals de Cerdanya,2007,446,226,220
0810430008,Ajuntament de la Llacuna,1994,827,,
4302870005,Ajuntament de la Bisbal del Penedès,1999,1812,,
0809240003,Ajuntament de Gironella,1993,5113,,
2517520002,Ajuntament de Prats i Sansor,2015,251,,
1708060009,Ajuntament de Gombrèn,1990,251,,
2500190004,Ajuntament d'Abella de la Conca,2019,179,,
0819820002,Ajuntament de Sant Antoni de Vilamajor,2013,5717,2865,2852
4315920002,Ajuntament de Vallfogona de Riucorb,1995,111,,
1700620002,Ajuntament d'Alp,1998,1105,,
1713520002,Ajuntament de Pont de Molins,2017,531,265,266
1721680001,Ajuntament de Viladasens,2007,200,98,102
1708340003,Ajuntament d'Hostalric,2014,4010,2025,1985
1719620002,Ajuntament de Terrades,1992,182,,
0808850006,Ajuntament de la Garriga,2003,12634,0,0
1712540003,Ajuntament de Pardines,2015,155,,
2504260009,Ajuntament de la Baronia de Rialb,1995,260,,
1707080001,Ajuntament de Fontanilles,2003,165,0,0
7006960009,Entitat Municipal Descentralitzada de Seana,2020,154,72,63
0801420002,Ajuntament d'Aiguafreda,2006,2373,,
2503710007,Ajuntament de les Avellanes i Santa Linya,2014,479,272,207
2522340003,Ajuntament de Torà,2011,1343,683,660
4301200000,Ajuntament d'Altafulla,2002,3563,0,0
2523850006,Ajuntament de Vallbona de les Monges,2015,256,,
2507720002,Ajuntament de Coll de Nargó,2020,540,,
1710450006,Ajuntament de Medinyà,2015,854,,
4300750006,Ajuntament de l'Aleixar,1998,685,,
0828830008,Ajuntament de Torrelles de Foix,1999,1702,,
2507660009,Ajuntament del Cogul,2016,174,,
2507880001,Ajuntament de Corbins,1998,1051,,
2503060009,Ajuntament del Pont de Bar,2008,189,110,79
1706810007,Ajuntament de Foixà,2006,325,,
2515560009,Ajuntament d'Organyà,2016,804,,
0822860009,Ajuntament de Sant Martí Sesgueioles,2005,340,174,166
4305800000,Ajuntament de la Figuera,2012,128,,
0827630008,Ajuntament de Tagamanent,2004,247,,
2512140003,Ajuntament de Les,2003,676,0,0
1706000000,Ajuntament de Darnius,2021,540,274,266
1701950006,Ajuntament de Besalú,2007,2265,1114,1151
0824600000,Ajuntament de Santa Eugènia de Berga,2008,2235,1172,1063
1710580001,Ajuntament de Mieres,1994,331,,
2502200000,Ajuntament d'Alòs de Balaguer,2017,128,74,54
4306660009,Ajuntament dels Garidells,1994,182,,
1717350006,Ajuntament de Sant Martí Vell,2018,249,127,122
0821880001,Ajuntament de Sant Joan de Vilatorrada,2010,10856,,
0820090004,Ajuntament de Sant Boi de Llobregat,2014,83107,40956,42151
1716550006,Ajuntament de Sant Jaume de Llierca,2013,799,395,404
4304020002,Ajuntament de Capçanes,2007,401,197,204
0822480001,Ajuntament de Sant Martí de Centelles,2002,784,0,0
1701180001,Ajuntament de l'Armentera,2011,863,417,446
1703400000,Ajuntament de Calonge i Sant Antoni,2018,10897,5457,5440
4317850006,Ajuntament de Vinyols i els Arcs,2002,1323,0,0
4308100000,Ajuntament de Maspujols,2000,464,,
2515430008,Ajuntament dels Omells de na Gaia,1998,153,,
4317110007,Ajuntament de Vila-seca,2021,22522,11309,11213
2505570005,Ajuntament de Biosca,2012,213,,
0808320002,Ajuntament de Folgueroles,2018,2276,1156,1120
0804460009,Ajuntament de Capellades,2002,5049,0,0
1721210007,Ajuntament de Vidrà,1996,172,,
2505010007,Ajuntament de Bellpuig,2010,4942,,
4303980001,Ajuntament de Capafonts,2014,114,57,57
1722720002,Ajuntament de Vilamaniscle,2005,168,93,75
7006960009,Entitat Municipal Descentralitzada de Seana,2021,152,,
1704990004,Ajuntament de Celrà,2004,3218,,
4390180001,Ajuntament de Deltebre,2018,11505,5792,5713
2518110007,Ajuntament de Puigverd d'Agramunt,2009,278,,
2522280001,Ajuntament de Tiurana,1998,23,,
0807130008,Ajuntament de Copons,1994,271,,
8103110007,Consell Comarcal del Ripollès,1991,27167,,
0817270005,Ajuntament de Premià de Mar,1993,24002,,
0811540003,Ajuntament de Martorelles,2009,4922,,
1707360009,Ajuntament de Fornells de la Selva,2021,2700,1339,1361
4301730008,Ajuntament de l'Argentera,2012,153,,
4390760009,Ajuntament de la Canonja,2009,5447,,
1710240003,Ajuntament de Maçanet de Cabrenys,1995,677,,
2504630008,Ajuntament de Belianes,1993,568,,
4310550006,Ajuntament de les Piles,2003,180,0,0
1705610007,Ajuntament de Cornellà del Terri,2013,2258,1153,1105
0811200000,Ajuntament de Manlleu,2009,20647,,
2514840003,Ajuntament d'Odèn,2002,278,0,0
2501560009,Ajuntament d'Algerri,2000,521,,
4304300000,Ajuntament del Catllar,2017,4251,2195,2056
4310680001,Ajuntament del Pinell de Brai,1996,1125,,
1702160009,Ajuntament de Beuda,2013,188,100,88
1717350006,Ajuntament de Sant Martí Vell,2011,258,137,121
2508700000,Ajuntament d'Esterri de Cardós,2015,73,,
1719460009,Ajuntament de Susqueda,2005,113,64,49
1715010007,Ajuntament de Riudellots de la Selva,2004,1735,,
0823590004,Ajuntament de Sant Pol de Mar,2000,3594,,
7003090004,Entitat Municipal Descentralitzada de Manyanet,2005,24,,
4317040003,Ajuntament de Vila-rodona,2004,1070,,
2512350006,Ajuntament de Lladorre,1993,220,,
0812340003,Ajuntament de Molins de Rei,2015,25155,,
2521540003,Ajuntament de Talarn,2011,523,277,246
0805690004,Ajuntament de Castelldefels,2013,63077,31251,31826
2522340003,Ajuntament de Torà,2016,1215,,
0800180001,Ajuntament d'Abrera,1994,6384,,
8104020002,Consell Comarcal del Vallès Occidental,2005,815628,,
0805000000,Ajuntament de Castellar del Riu,2008,147,77,70
0819820002,Ajuntament de Sant Antoni de Vilamajor,2006,4877,,
4310090004,Ajuntament dels Pallaresos,1998,2287,,
4314600000,Ajuntament de Senan,2020,44,,
4314010007,Ajuntament de Santa Oliva,2018,3328,1681,1647
1700250006,Ajuntament d'Aiguaviva,2013,792,393,399
2507350006,Ajuntament de Cervià de les Garrigues,2021,665,354,311
1707150006,Ajuntament de Fontcoberta,2013,1439,699,740
2515170005,Ajuntament d'Olius,2009,814,,
1701390004,Ajuntament de Begur,2020,3891,,
2516360009,Ajuntament de la Coma i la Pedra,2015,270,,
1704480001,Ajuntament de Cassà de la Selva,2013,9899,5100,4799
0824760009,Ajuntament de Santa Eulàlia de Riuprimer,1999,862,,
1714040003,Ajuntament del Port de la Selva,2010,993,,
1700590004,Ajuntament del Far d'Empordà,2018,576,287,289
0810560009,Ajuntament de la Llagosta,2019,13480,,
0827470005,Ajuntament de Súria,1999,6193,,
2591230008,Ajuntament de Gimenells i el Pla de la Font,2020,1120,,
2503060009,Ajuntament del Pont de Bar,2002,154,0,0
0814580001,Ajuntament d'Olèrdola,2009,3462,,
0800440003,Ajuntament d'Alpens,2003,287,0,0
1713340003,Ajuntament de les Planes d'Hostoles,2010,1727,,
2508700000,Ajuntament d'Esterri de Cardós,2007,71,31,40
0815680001,Ajuntament de Palau-solità i Plegamans,2004,12499,,
0813040003,Ajuntament de Montclar,2003,121,0,0
4312990004,Ajuntament de Riudoms,1990,4804,,
1708490004,Ajuntament d'Isòvol,2012,327,,
1705190004,Ajuntament de Cistella,2009,238,,
0810380001,Ajuntament de Jorba,2013,849,424,425
2525370005,Ajuntament del Vilosell,2012,197,,
4310550006,Ajuntament de les Piles,1998,168,,
1716160009,Ajuntament de Sant Feliu de Pallerols,1992,1076,,
2590310007,Ajuntament de la Guingueta d'Àneu,2004,347,,
4304830008,Ajuntament de Corbera d'Ebre,2000,1056,,
0802290004,Ajuntament de Berga,1991,13905,,
2515560009,Ajuntament d'Organyà,2019,784,,
0819570005,Ajuntament de Sant Agustí de Lluçanès,2012,97,,
2508640003,Ajuntament d'Esterri d'Àneu,1990,544,,
1721370005,Ajuntament de Vidreres,2006,6676,,
0801420002,Ajuntament d'Aiguafreda,2011,2481,1200,1281
0822270005,Ajuntament de Sant Llorenç d'Hortons,2015,2557,,
4315200000,Ajuntament de la Torre de l'Espanyol,2007,681,351,330
2504260009,Ajuntament de la Baronia de Rialb,2020,229,,
4302650006,Ajuntament de Benissanet,2022,1169,641,528
7007380001,Entitat Municipal Descentralitzada de Campredó,2015,1212,614,598
2508120002,Ajuntament de l'Espluga Calba,2013,401,205,196
4300220002,Ajuntament d'Albinyana,2013,2354,1178,1176
2516920002,Ajuntament de la Pobla de Cérvoles,2008,245,131,114
7004070005,Entitat Municipal Descentralitzada de Sellui,2021,10,,
2503130008,Ajuntament d'Arres,2019,65,,
0809300000,Ajuntament de Gisclareny,2017,27,15,12
0805690004,Ajuntament de Castelldefels,2011,63139,31431,31708
1710580001,Ajuntament de Mieres,2004,356,,
0807130008,Ajuntament de Copons,2008,313,147,166
4313780001,Ajuntament de Sant Jaume dels Domenys,1999,1346,,
0808040003,Ajuntament de Fígols,2014,43,22,21
0811410007,Ajuntament de Martorell,2016,27645,,
0830200000,Ajuntament de Vilanova del Camí,1992,9412,,
0807900000,Ajuntament de l'Estany,2000,398,,
2505230008,Ajuntament de Bellvís,2002,2174,0,0
1707670005,Ajuntament de Garrigoles,2004,141,,
0812650006,Ajuntament de Montgat,1992,7422,,
4310420002,Ajuntament del Perelló,2000,2145,,
7000990004,Entitat Municipal Descentralitzada d'Ars,1991,26,,
2509780001,Ajuntament de Fulleda,1992,130,,
0803120002,Ajuntament de Calaf,2002,3080,0,0
0803480001,Ajuntament de Calders,2003,781,0,0
1718050006,Ajuntament de Santa Coloma de Farners,2009,11739,,
4313030008,Ajuntament de Rocafort de Queralt,2006,264,,
4315360009,Ajuntament de Torredembarra,2006,14044,,
2501940003,Ajuntament d'Almacelles,1996,5475,,
4311070005,Ajuntament de la Pobla de Massaluca,2021,341,192,149
4313840003,Ajuntament de Santa Bàrbara,2013,3873,1975,1898
1715180001,Ajuntament de Riumors,2015,245,,
0828960009,Ajuntament de Torrelles de Llobregat,2001,3722,,
4300940003,Ajuntament d'Alforja,1995,1178,,
4314180001,Ajuntament de Pontils,2004,138,,
4307270005,Ajuntament del Lloar,1992,136,,
0817860009,Ajuntament de Rajadell,1998,345,,
1703530008,Ajuntament de Camós,2013,692,354,338
1715010007,Ajuntament de Riudellots de la Selva,2016,2024,,
0809610007,Ajuntament de Granollers,2012,59954,,
0828580001,Ajuntament de Torelló,2014,13949,6856,7093
0812900000,Ajuntament de Muntanyola,2003,361,0,0
4390600000,Ajuntament de l'Ampolla,2010,3540,,
4305370005,Ajuntament de Duesaigües,2018,237,137,100
0825150006,Ajuntament de Santa Margarida i els Monjos,2003,5545,0,0
0819010007,Ajuntament de Saldes,2016,276,,
0806920002,Ajuntament de Collbató,2003,2752,0,0
4311400000,Ajuntament de Porrera,2012,465,,
2512530008,Ajuntament de Llardecans,2019,451,,
1708650006,Ajuntament de la Jonquera,2012,3203,,
0805220002,Ajuntament de Castellar de n'Hug,2002,192,0,0
0820160009,Ajuntament de Sant Boi de Lluçanès,2012,545,,
2506740003,Ajuntament de Castelldans,2009,1015,,
1712670005,Ajuntament de Parlavà,2002,358,0,0
8100220002,Consell Comarcal de l'Alt Empordà,2012,141517,,
8100170005,Consell Comarcal de l'Alt Camp,2010,45326,,
2511160009,Ajuntament de Guixers,2019,134,,
0822700000,Ajuntament de Sant Martí Sarroca,1993,2450,,
4300170005,Ajuntament d'Aiguamúrcia,2002,671,0,0
0813470005,Ajuntament de Figaró-Montmany,2002,901,0,0
0818780001,Ajuntament de Sabadell,2013,207649,101101,106548
0827500000,Ajuntament de Tavèrnoles,2020,322,,
0812710007,Ajuntament de Monistrol de Montserrat,1993,2507,,
1704120002,Ajuntament de Cantallops,2011,326,168,158
2521670005,Ajuntament de Talavera,2016,257,,
2506420002,Ajuntament de Castellar de la Ribera,2009,160,,
4311290004,Ajuntament de Poboleda,2013,362,197,165
1706380001,Ajuntament d'Espinelves,2010,192,,
2522650006,Ajuntament de Torrebesses,1993,361,,
0802880001,Ajuntament de Cabrera d'Anoia,2007,1192,628,564
0803640003,Ajuntament de Calonge de Segarra,2013,203,102,101
2513700000,Ajuntament de Mollerussa,2011,14705,7598,7107
0820370005,Ajuntament de Sant Cebrià de Vallalta,2014,3328,1729,1599
1701440003,Ajuntament de la Vajol,2005,96,53,43
2502920002,Ajuntament d'Arbeca,1992,2336,,
1701390004,Ajuntament de Begur,2005,3986,2051,1935
8102710007,Consell Comarcal del Pla d'Urgell,1993,29032,,
2524240003,Ajuntament de Verdú,2011,1006,485,521
2500450006,Ajuntament dels Alamús,1995,670,,
0820210007,Ajuntament de Sant Celoni,2011,16949,8462,8487
1703350006,Ajuntament de Caldes de Malavella,1998,3752,,
4310370005,Ajuntament de Perafort,2006,901,,
2591010007,Ajuntament de Josa i Tuixén,2012,140,,
1703290004,Ajuntament de Cadaqués,2019,2712,,
0820210007,Ajuntament de Sant Celoni,2010,16905,,
1718050006,Ajuntament de Santa Coloma de Farners,2000,8867,,
1707730008,Ajuntament de Garriguella,2021,909,458,451
1714980001,Ajuntament de Riudaura,2008,426,213,213
0806540003,Ajuntament de Castellví de la Marca,1999,1459,,
2520690004,Ajuntament del Soleràs,2006,382,,
4309390004,Ajuntament de Móra d'Ebre,2019,5690,,
2515220002,Ajuntament de les Oluges,2004,181,,
2522130008,Ajuntament de Tírvia,2017,141,69,72
1716090004,Ajuntament de Sant Feliu de Guíxols,2003,19456,0,0
0818460009,Ajuntament de Rubí,2007,70494,35545,34949
1709850006,Ajuntament de Maià de Montcal,2020,463,,
4302130008,Ajuntament de Barberà de la Conca,1995,429,,
4301890004,Ajuntament d'Arnes,1991,534,,
1703070005,Ajuntament de Cabanes,2014,921,489,432
0811410007,Ajuntament de Martorell,2010,26815,,
2591390004,Ajuntament de Riu de Cerdanya,2002,84,0,0
4309440003,Ajuntament de Móra la Nova,2016,3104,,
7007430008,Entitat Municipal Descentralitzada de la Serra d'Almos,2015,257,131,126
0819440003,Ajuntament de Sant Adrià de Besòs,2007,32734,16101,16633
0820550006,Ajuntament de Sant Cugat del Vallès,1992,40110,,
2513860009,Ajuntament de Montgai,1993,850,,
0806150006,Ajuntament de Castellgalí,2005,1282,681,601
0813980001,Ajuntament de Mura,2010,233,,
2521150006,Ajuntament de Sudanell,1992,733,,
1722400000,Ajuntament de Vilallonga de Ter,2014,421,219,202
7003370005,Entitat Municipal Descentralitzada d'Os de Civís,2016,94,49,41
1713060009,Ajuntament de la Pera,1999,370,,
2500300000,Ajuntament d'Agramunt,2014,5515,2777,2738
1707410007,Ajuntament de Fortià,1994,497,,
2507660009,Ajuntament del Cogul,2010,193,,
0800950006,Ajuntament d'Argentona,2000,9482,,
2508510007,Ajuntament d'Estaràs,2007,179,101,78
2519450006,Ajuntament de Sant Ramon,1994,587,,
4300560009,Ajuntament d'Alcover,1998,3664,,
1720950006,Ajuntament de Vall-llobrega,1999,358,,
1712410007,Ajuntament de Pals,2005,2335,1187,1148
1719620002,Ajuntament de Terrades,1993,183,,
0807130008,Ajuntament de Copons,2021,322,158,164
2519020002,Ajuntament de Salàs de Pallars,2005,334,172,162
0811200000,Ajuntament de Manlleu,2017,20007,9984,10023
0800390004,Ajuntament d'Alella,2014,9651,4722,4929
4315410007,Ajuntament de Torroja del Priorat,2016,153,,
0827320002,Ajuntament de Subirats,2015,2988,,
1711690004,Ajuntament d'Osor,2007,372,189,183
4305090004,Ajuntament de Creixell,2010,3319,,
4304240003,Ajuntament de Castellvell del Camp,1992,923,,
1703140003,Ajuntament de Cabanelles,2015,237,,
4302870005,Ajuntament de la Bisbal del Penedès,2012,3428,,
1705580001,Ajuntament de Colomers,2010,201,,
2524830008,Ajuntament de Vilanova de Bellpuig,2020,1183,,
0828830008,Ajuntament de Torrelles de Foix,2016,2201,,
4303110007,Ajuntament de les Borges del Camp,2006,1914,,
1705830008,Ajuntament de Crespià,1998,205,,
0821720002,Ajuntament de Sant Joan Despí,1999,27470,,
0813980001,Ajuntament de Mura,2002,207,0,0
0824390004,Ajuntament de Santa Cecília de Voltregà,2009,190,,
2512400000,Ajuntament de Lladurs,1995,253,,
0829220002,Ajuntament de Vallbona d'Anoia,1996,1037,,
2507910007,Ajuntament de Cubells,1990,398,,
4303040003,Ajuntament de Bonastre,2009,657,,
4301080001,Ajuntament d'Alió,1996,339,,
0808630008,Ajuntament de les Franqueses del Vallès,2016,19417,,
1703140003,Ajuntament de Cabanelles,2017,265,150,115
0806080001,Ajuntament de Castellfollit de Riubregós,2020,162,,
1713340003,Ajuntament de les Planes d'Hostoles,1993,1807,,
4310550006,Ajuntament de les Piles,2012,214,,
0801550006,Ajuntament de Badalona,2007,216201,108323,107878
2506930008,Ajuntament de Castelló de Farfanya,2018,538,290,248
1700250006,Ajuntament d'Aiguaviva,1998,455,,
0804100000,Ajuntament de Canovelles,2001,13118,,
2517280001,Ajuntament de Ponts,2017,2622,1292,1330
7002390004,Entitat Municipal Descentralitzada d'Espui,2019,160,81,79
4309600000,Ajuntament de la Morera de Montsant,2001,170,,
0820090004,Ajuntament de Sant Boi de Llobregat,2007,80727,40091,40636
0817120002,Ajuntament de Prats de Lluçanès,2016,2565,,
0813850006,Ajuntament de Moià,2005,5142,2618,2524
7000120002,Entitat Municipal Descentralitzada d'Ainet de Besan,2003,38,,
1713280001,Ajuntament de Peralada,1994,1157,,
0812650006,Ajuntament de Montgat,1991,7286,,
0826280001,Ajuntament de Sant Vicenç de Castellet,2020,9767,,
0816290004,Ajuntament dels Hostalets de Pierola,2003,1611,0,0
4307640003,Ajuntament de Marçà,2002,617,0,0
0822480001,Ajuntament de Sant Martí de Centelles,2014,1093,558,535
0826520002,Ajuntament de Sant Vicenç de Torelló,2006,1911,,
0810170005,Ajuntament de l'Hospitalet de Llobregat,2017,257349,124443,132906
0811150006,Ajuntament de Malla,2013,262,130,132
0802910007,Ajuntament de Cabrera de Mar,2015,4522,,
0810220002,Ajuntament d'Igualada,2002,33382,0,0
1705580001,Ajuntament de Colomers,1992,201,,
4317320002,Ajuntament de la Vilella Alta,2018,132,74,58
2521920002,Ajuntament de Tarroja de Segarra,1992,196,,
0824180001,Ajuntament de Sant Sadurní d'Osormort,1998,76,,
1709630008,Ajuntament de les Llosses,2018,219,122,97
4317790004,Ajuntament de Vinebre,2016,430,,
4308840003,Ajuntament de Montbrió del Camp,2009,2219,,
4390230008,Ajuntament de Sant Jaume d'Enveja,2012,3549,,
1719590004,Ajuntament de la Tallada d'Empordà,1994,328,,
2506740003,Ajuntament de Castelldans,1994,983,,
0819010007,Ajuntament de Saldes,1996,348,,
2502150006,Ajuntament d'Almenar,2005,3599,1890,1709
1719840003,Ajuntament de Torroella de Fluvià,2012,704,,
1705020002,Ajuntament de Cervià de Ter,2006,827,,
4303320002,Ajuntament de Botarell,1998,530,,
1706000000,Ajuntament de Darnius,1990,489,,
0803330008,Ajuntament de Caldes de Montbui,2016,17137,,
0811730008,Ajuntament de les Masies de Voltregà,2020,3132,,
4312050006,Ajuntament de Querol,2014,550,305,245
0828020002,Ajuntament de Tavertet,2011,142,79,63
0827500000,Ajuntament de Tavèrnoles,2004,285,,
0816350006,Ajuntament de Pineda de Mar,2019,27272,,
0822480001,Ajuntament de Sant Martí de Centelles,1994,656,,
0821290004,Ajuntament de Sant Feliu Sasserra,2010,661,,
0890580001,Ajuntament de la Palma de Cervelló,2015,2966,,
1701950006,Ajuntament de Besalú,1998,1991,,
0823590004,Ajuntament de Sant Pol de Mar,2009,5102,,
1702160009,Ajuntament de Beuda,2001,140,,
4311400000,Ajuntament de Porrera,1999,460,,
4304960009,Ajuntament de Cornudella de Montsant,2017,953,503,450
1717880001,Ajuntament de Sant Pere Pescador,2007,1878,1021,857
0824570005,Ajuntament de Santa Coloma de Gramenet,2000,117127,,
2515170005,Ajuntament d'Olius,2014,902,462,440
0830200000,Ajuntament de Vilanova del Camí,2016,12409,,
1715230008,Ajuntament de Roses,1992,10303,,
4312480001,Ajuntament de la Riba,2011,681,363,318
0811670005,Ajuntament de les Masies de Roda,1992,627,,
2503130008,Ajuntament d'Arres,2005,67,39,28
4302280001,Ajuntament de Batea,2010,2174,,
1700620002,Ajuntament d'Alp,1996,1012,,
0825410007,Ajuntament de l'Esquirol,2013,2202,1113,1089
0828240003,Ajuntament de Tiana,1999,5565,,
0817050006,Ajuntament dels Prats de Rei,1994,555,,
4312510007,Ajuntament de Riba-roja d'Ebre,2010,1336,,
0826280001,Ajuntament de Sant Vicenç de Castellet,2009,8564,,
4302710007,Ajuntament de la Bisbal de Falset,2020,211,,
4314570005,Ajuntament de la Selva del Camp,1999,4034,,
1722880001,Ajuntament de Vilanant,2003,328,0,0
4305550006,Ajuntament de Falset,1996,2504,,
2510180001,Ajuntament de la Granadella,2007,748,387,361
