Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda,Tram de preus
Municipi,25227,"Torre de Cabdella, la",2014,gener-desembre,1,,<= 350 euros/mes
Municipi,25225,Tornabous,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,08285,Torelló,2014,gener-desembre,231,348.45,<= 350 euros/mes
Municipi,08284,Tordera,2014,gener-desembre,243,390.89,> 350 i <= 500 euros/mes
Municipi,25223,Torà,2014,gener-desembre,10,251.50,<= 350 euros/mes
Municipi,08283,Tona,2014,gener-desembre,134,417.05,> 350 i <= 500 euros/mes
Municipi,43150,Tivissa,2014,gener-desembre,9,233.11,<= 350 euros/mes
Municipi,43149,Tivenys,2014,gener-desembre,6,295.00,<= 350 euros/mes
Municipi,25221,Tírvia,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,08282,Tiana,2014,gener-desembre,133,744.17,> 650 euros/mes
Municipi,08279,Terrassa,2014,gener-desembre,4701,440.86,> 350 i <= 500 euros/mes
Municipi,17196,Terrades,2014,gener-desembre,4,,> 500 i <= 650 euros/mes
Municipi,25220,Térmens,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,08281,Teià,2014,gener-desembre,100,798.42,> 650 euros/mes
Municipi,08275,Tavèrnoles,2014,gener-desembre,5,,> 500 i <= 650 euros/mes
Municipi,25219,Tarroja de Segarra,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,25218,Tarrés,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,25217,Tàrrega,2014,gener-desembre,262,295.98,<= 350 euros/mes
Municipi,43148,Tarragona,2014,gener-desembre,4072,429.77,> 350 i <= 500 euros/mes
Municipi,08278,Taradell,2014,gener-desembre,122,385.32,> 350 i <= 500 euros/mes
Municipi,17195,"Tallada d'Empordà, la",2014,gener-desembre,5,,> 350 i <= 500 euros/mes
Municipi,25216,Talavera,2014,gener-desembre,1,,> 350 i <= 500 euros/mes
Municipi,25215,Talarn,2014,gener-desembre,4,,<= 350 euros/mes
Municipi,08277,Talamanca,2014,gener-desembre,2,,> 350 i <= 500 euros/mes
Municipi,08276,Tagamanent,2014,gener-desembre,1,,> 650 euros/mes
Municipi,17194,Susqueda,2014,gener-desembre,1,,> 500 i <= 650 euros/mes
Municipi,08274,Súria,2014,gener-desembre,32,339.74,<= 350 euros/mes
Municipi,25212,Sunyer,2014,gener-desembre,6,304.17,<= 350 euros/mes
Municipi,25211,Sudanell,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,08273,Subirats,2014,gener-desembre,15,429.12,> 350 i <= 500 euros/mes
Municipi,25210,Soses,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,25209,Sort,2014,gener-desembre,79,319.66,<= 350 euros/mes
Municipi,25208,Soriguera,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,08272,Sora,2014,gener-desembre,2,,> 500 i <= 650 euros/mes
Municipi,25207,Solsona,2014,gener-desembre,218,289.30,<= 350 euros/mes
Municipi,25206,"Soleràs, el",2014,gener-desembre,1,,<= 350 euros/mes
Municipi,08271,Sobremunt,2014,gener-desembre,1,,> 500 i <= 650 euros/mes
Municipi,17052,Siurana,2014,gener-desembre,1,,> 650 euros/mes
Municipi,08270,Sitges,2014,gener-desembre,724,778.03,> 650 euros/mes
Municipi,17193,Sils,2014,gener-desembre,89,446.12,> 350 i <= 500 euros/mes
Municipi,25205,Sidamon,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,08269,Seva,2014,gener-desembre,37,574.73,> 500 i <= 650 euros/mes
Municipi,25203,"Seu d'Urgell, la",2014,gener-desembre,321,350.28,> 350 i <= 500 euros/mes
Municipi,17191,Serra de Daró,2014,gener-desembre,3,,> 350 i <= 500 euros/mes
Municipi,25204,Seròs,2014,gener-desembre,7,361.95,> 350 i <= 500 euros/mes
Municipi,17190,Serinyà,2014,gener-desembre,14,468.57,> 350 i <= 500 euros/mes
Municipi,08267,Sentmenat,2014,gener-desembre,141,465.15,> 350 i <= 500 euros/mes
Municipi,25035,"Sentiu de Sió, la",2014,gener-desembre,1,,> 500 i <= 650 euros/mes
Municipi,25202,Senterada,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,43044,"Sénia, la",2014,gener-desembre,28,228.93,<= 350 euros/mes
Municipi,43145,"Selva del Camp, la",2014,gener-desembre,65,387.62,> 350 i <= 500 euros/mes
Municipi,43144,"Secuita, la",2014,gener-desembre,21,416.19,> 350 i <= 500 euros/mes
Municipi,17187,"Saus, Camallera i Llampaies",2014,gener-desembre,6,453.33,> 350 i <= 500 euros/mes
Municipi,17186,Sarrià de Ter,2014,gener-desembre,36,471.02,> 350 i <= 500 euros/mes
Municipi,43142,Sarral,2014,gener-desembre,5,,<= 350 euros/mes
Municipi,08192,Santpedor,2014,gener-desembre,149,388.11,> 350 i <= 500 euros/mes
Municipi,08261,Santa Susanna,2014,gener-desembre,39,581.26,> 500 i <= 650 euros/mes
Municipi,08260,Santa Perpètua de Mogoda,2014,gener-desembre,350,495.99,> 350 i <= 500 euros/mes
Municipi,17184,Santa Pau,2014,gener-desembre,10,395.50,> 350 i <= 500 euros/mes
Municipi,43140,Santa Oliva,2014,gener-desembre,25,450.20,> 350 i <= 500 euros/mes
Municipi,08258,Santa Maria d'Oló,2014,gener-desembre,6,338.25,<= 350 euros/mes
Municipi,08259,Santa Maria de Palautordera,2014,gener-desembre,147,480.75,> 350 i <= 500 euros/mes
Municipi,08255,Santa Maria de Merlès,2014,gener-desembre,1,,> 350 i <= 500 euros/mes
Municipi,08256,Santa Maria de Martorelles,2014,gener-desembre,12,601.67,> 500 i <= 650 euros/mes
Municipi,08253,Santa Maria de Besora,2014,gener-desembre,2,,> 350 i <= 500 euros/mes
Municipi,08251,Santa Margarida i els Monjos,2014,gener-desembre,99,392.75,> 350 i <= 500 euros/mes
Municipi,08250,Santa Margarida de Montbui,2014,gener-desembre,125,314.48,<= 350 euros/mes
Municipi,17182,Santa Llogaia d'Àlguema,2014,gener-desembre,5,,> 350 i <= 500 euros/mes
Municipi,08248,Santa Eulàlia de Ronçana,2014,gener-desembre,51,610.66,> 500 i <= 650 euros/mes
Municipi,08247,Santa Eulàlia de Riuprimer,2014,gener-desembre,10,419.20,> 350 i <= 500 euros/mes
Municipi,08246,Santa Eugènia de Berga,2014,gener-desembre,39,430.74,> 350 i <= 500 euros/mes
Municipi,17181,Santa Cristina d'Aro,2014,gener-desembre,48,538.99,> 500 i <= 650 euros/mes
Municipi,43139,Santa Coloma de Queralt,2014,gener-desembre,26,285.46,<= 350 euros/mes
Municipi,08245,Santa Coloma de Gramenet,2014,gener-desembre,2302,469.89,> 350 i <= 500 euros/mes
Municipi,17180,Santa Coloma de Farners,2014,gener-desembre,267,393.54,> 350 i <= 500 euros/mes
Municipi,08244,Santa Coloma de Cervelló,2014,gener-desembre,89,657.83,> 650 euros/mes
Municipi,43138,Santa Bàrbara,2014,gener-desembre,35,260.10,<= 350 euros/mes
Municipi,08263,Sant Vicenç dels Horts,2014,gener-desembre,306,539.06,> 500 i <= 650 euros/mes
Municipi,08265,Sant Vicenç de Torelló,2014,gener-desembre,29,357.59,> 350 i <= 500 euros/mes
Municipi,08264,Sant Vicenç de Montalt,2014,gener-desembre,106,1005.47,> 650 euros/mes
Municipi,08262,Sant Vicenç de Castellet,2014,gener-desembre,211,349.99,<= 350 euros/mes
Municipi,08098,Sant Salvador de Guardiola,2014,gener-desembre,28,467.41,> 350 i <= 500 euros/mes
Municipi,08240,Sant Sadurní d'Anoia,2014,gener-desembre,228,452.92,> 350 i <= 500 euros/mes
Municipi,25194,Sant Ramon,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,08239,Sant Quirze Safaja,2014,gener-desembre,4,,> 500 i <= 650 euros/mes
Municipi,08238,Sant Quirze del Vallès,2014,gener-desembre,247,636.14,> 500 i <= 650 euros/mes
Municipi,08237,Sant Quirze de Besora,2014,gener-desembre,33,316.38,<= 350 euros/mes
Municipi,08236,Sant Quintí de Mediona,2014,gener-desembre,19,270.53,<= 350 euros/mes
Municipi,08235,Sant Pol de Mar,2014,gener-desembre,117,539.28,> 500 i <= 650 euros/mes
Municipi,17178,Sant Pere Pescador,2014,gener-desembre,52,393.21,> 350 i <= 500 euros/mes
Municipi,08234,Sant Pere de Vilamajor,2014,gener-desembre,28,715.36,> 650 euros/mes
Municipi,08233,Sant Pere de Torelló,2014,gener-desembre,20,333.34,<= 350 euros/mes
Municipi,08232,Sant Pere de Riudebitlles,2014,gener-desembre,13,417.00,> 350 i <= 500 euros/mes
Municipi,08231,Sant Pere de Ribes,2014,gener-desembre,452,557.25,> 500 i <= 650 euros/mes
Municipi,17177,Sant Pau de Segúries,2014,gener-desembre,19,322.37,<= 350 euros/mes
Municipi,17176,Sant Mori,2014,gener-desembre,2,,> 500 i <= 650 euros/mes
Municipi,17175,Sant Miquel de Fluvià,2014,gener-desembre,5,,> 500 i <= 650 euros/mes
Municipi,08229,Sant Mateu de Bages,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,17173,Sant Martí Vell,2014,gener-desembre,2,,> 350 i <= 500 euros/mes
Municipi,08228,Sant Martí Sesgueioles,2014,gener-desembre,3,,> 350 i <= 500 euros/mes
Municipi,08227,Sant Martí Sarroca,2014,gener-desembre,28,451.96,> 350 i <= 500 euros/mes
Municipi,08226,Sant Martí de Tous,2014,gener-desembre,10,408.50,> 350 i <= 500 euros/mes
Municipi,17172,Sant Martí de Llémena,2014,gener-desembre,5,,> 350 i <= 500 euros/mes
Municipi,08224,Sant Martí de Centelles,2014,gener-desembre,40,376.08,> 350 i <= 500 euros/mes
Municipi,08223,Sant Llorenç Savall,2014,gener-desembre,45,333.12,<= 350 euros/mes
Municipi,08222,Sant Llorenç d'Hortons,2014,gener-desembre,50,436.44,> 350 i <= 500 euros/mes
Municipi,25193,Sant Llorenç de Morunys,2014,gener-desembre,18,291.72,<= 350 euros/mes
Municipi,17171,Sant Llorenç de la Muga,2014,gener-desembre,4,,> 350 i <= 500 euros/mes
Municipi,08221,Sant Just Desvern,2014,gener-desembre,348,837.66,> 650 euros/mes
Municipi,17903,Sant Julià del Llor i Bonmatí,2014,gener-desembre,6,516.67,> 500 i <= 650 euros/mes
Municipi,08220,Sant Julià de Vilatorta,2014,gener-desembre,24,428.67,> 350 i <= 500 euros/mes
Municipi,17169,Sant Julià de Ramis,2014,gener-desembre,33,478.92,> 350 i <= 500 euros/mes
Municipi,08903,Sant Julià de Cerdanyola,2014,gener-desembre,5,,<= 350 euros/mes
Municipi,17166,Sant Jordi Desvalls,2014,gener-desembre,6,460.83,> 350 i <= 500 euros/mes
Municipi,17185,Sant Joan les Fonts,2014,gener-desembre,35,312.26,<= 350 euros/mes
Municipi,08217,Sant Joan Despí,2014,gener-desembre,531,621.17,> 500 i <= 650 euros/mes
Municipi,08218,Sant Joan de Vilatorrada,2014,gener-desembre,126,366.47,> 350 i <= 500 euros/mes
Municipi,17168,Sant Joan de Mollet,2014,gener-desembre,9,473.33,> 350 i <= 500 euros/mes
Municipi,17167,Sant Joan de les Abadesses,2014,gener-desembre,32,285.30,<= 350 euros/mes
Municipi,43902,Sant Jaume d'Enveja,2014,gener-desembre,22,259.41,<= 350 euros/mes
Municipi,43137,Sant Jaume dels Domenys,2014,gener-desembre,33,408.91,> 350 i <= 500 euros/mes
Municipi,17165,Sant Jaume de Llierca,2014,gener-desembre,16,344.38,<= 350 euros/mes
Municipi,08193,Sant Iscle de Vallalta,2014,gener-desembre,15,526.47,> 500 i <= 650 euros/mes
Municipi,08215,Sant Hipòlit de Voltregà,2014,gener-desembre,32,330.14,<= 350 euros/mes
Municipi,17164,Sant Hilari Sacalm,2014,gener-desembre,99,309.51,<= 350 euros/mes
Municipi,25192,Sant Guim de Freixenet,2014,gener-desembre,8,265.00,<= 350 euros/mes
Municipi,17163,Sant Gregori,2014,gener-desembre,36,632.81,> 500 i <= 650 euros/mes
Municipi,08213,Sant Fruitós de Bages,2014,gener-desembre,108,388.10,> 350 i <= 500 euros/mes
Municipi,08209,Sant Fost de Campsentelles,2014,gener-desembre,86,658.46,> 650 euros/mes
Municipi,17162,Sant Ferriol,2014,gener-desembre,2,,> 650 euros/mes
Municipi,08212,Sant Feliu Sasserra,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,17161,Sant Feliu de Pallerols,2014,gener-desembre,24,331.92,<= 350 euros/mes
Municipi,08211,Sant Feliu de Llobregat,2014,gener-desembre,690,583.60,> 500 i <= 650 euros/mes
Municipi,17160,Sant Feliu de Guíxols,2014,gener-desembre,437,433.87,> 350 i <= 500 euros/mes
Municipi,08210,Sant Feliu de Codines,2014,gener-desembre,160,394.31,> 350 i <= 500 euros/mes
Municipi,17159,Sant Feliu de Buixalleu,2014,gener-desembre,12,461.43,> 350 i <= 500 euros/mes
Municipi,08208,Sant Esteve Sesrovires,2014,gener-desembre,131,642.13,> 500 i <= 650 euros/mes
Municipi,08207,Sant Esteve de Palautordera,2014,gener-desembre,65,493.72,> 350 i <= 500 euros/mes
Municipi,08206,Sant Cugat Sesgarrigues,2014,gener-desembre,9,448.89,> 350 i <= 500 euros/mes
Municipi,08205,Sant Cugat del Vallès,2014,gener-desembre,1663,858.32,> 650 euros/mes
Municipi,17158,Sant Climent Sescebes,2014,gener-desembre,15,346.67,<= 350 euros/mes
Municipi,08204,Sant Climent de Llobregat,2014,gener-desembre,63,579.00,> 500 i <= 650 euros/mes
Municipi,08202,Sant Celoni,2014,gener-desembre,313,434.13,> 350 i <= 500 euros/mes
Municipi,08203,Sant Cebrià de Vallalta,2014,gener-desembre,37,632.22,> 500 i <= 650 euros/mes
Municipi,43136,"Ràpita, la",2014,gener-desembre,245,243.88,<= 350 euros/mes
Municipi,08201,Sant Boi de Lluçanès,2014,gener-desembre,2,,> 350 i <= 500 euros/mes
Municipi,08200,Sant Boi de Llobregat,2014,gener-desembre,1227,536.51,> 500 i <= 650 euros/mes
Municipi,08199,Sant Bartomeu del Grau,2014,gener-desembre,12,415.83,> 350 i <= 500 euros/mes
Municipi,08198,Sant Antoni de Vilamajor,2014,gener-desembre,122,524.78,> 500 i <= 650 euros/mes
Municipi,17183,Sant Aniol de Finestres,2014,gener-desembre,4,,> 500 i <= 650 euros/mes
Municipi,08197,Sant Andreu de Llavaneres,2014,gener-desembre,207,691.97,> 650 euros/mes
Municipi,08196,Sant Andreu de la Barca,2014,gener-desembre,326,508.25,> 500 i <= 650 euros/mes
Municipi,08195,Sant Agustí de Lluçanès,2014,gener-desembre,3,,> 650 euros/mes
Municipi,08194,Sant Adrià de Besòs,2014,gener-desembre,493,564.47,> 500 i <= 650 euros/mes
Municipi,25191,Sanaüja,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,17155,Salt,2014,gener-desembre,625,376.20,> 350 i <= 500 euros/mes
Municipi,43905,Salou,2014,gener-desembre,559,438.32,> 350 i <= 500 euros/mes
Municipi,43135,Salomó,2014,gener-desembre,10,331.50,<= 350 euros/mes
Municipi,08191,Sallent,2014,gener-desembre,54,321.35,<= 350 euros/mes
Municipi,08190,Saldes,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,25190,Salàs de Pallars,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,08188,Sagàs,2014,gener-desembre,1,,> 350 i <= 500 euros/mes
Municipi,08187,Sabadell,2014,gener-desembre,4130,488.97,> 350 i <= 500 euros/mes
Municipi,17153,Rupià,2014,gener-desembre,4,,> 500 i <= 650 euros/mes
Municipi,08185,Rubió,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,08184,Rubí,2014,gener-desembre,1266,476.11,> 350 i <= 500 euros/mes
Municipi,43134,"Rourell, el",2014,gener-desembre,6,354.17,> 350 i <= 500 euros/mes
Municipi,25189,Rosselló,2014,gener-desembre,22,321.40,<= 350 euros/mes
Municipi,17152,Roses,2014,gener-desembre,352,444.42,> 350 i <= 500 euros/mes
Municipi,43133,Roquetes,2014,gener-desembre,111,317.16,<= 350 euros/mes
Municipi,43132,Rodonyà,2014,gener-desembre,7,310.71,<= 350 euros/mes
Municipi,08183,Roda de Ter,2014,gener-desembre,111,354.03,> 350 i <= 500 euros/mes
Municipi,43131,Roda de Berà,2014,gener-desembre,117,402.82,> 350 i <= 500 euros/mes
Municipi,43130,Rocafort de Queralt,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,08181,"Roca del Vallès, la",2014,gener-desembre,156,541.59,> 500 i <= 650 euros/mes
Municipi,17151,Riumors,2014,gener-desembre,5,,> 500 i <= 650 euros/mes
Municipi,43129,Riudoms,2014,gener-desembre,85,406.88,> 350 i <= 500 euros/mes
Municipi,17150,Riudellots de la Selva,2014,gener-desembre,19,520.00,> 500 i <= 650 euros/mes
Municipi,43128,Riudecols,2014,gener-desembre,18,351.39,> 350 i <= 500 euros/mes
Municipi,43127,Riudecanyes,2014,gener-desembre,5,,> 350 i <= 500 euros/mes
Municipi,17149,Riudaura,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,17148,Riudarenes,2014,gener-desembre,29,474.80,> 350 i <= 500 euros/mes
Municipi,08180,Ripollet,2014,gener-desembre,570,494.15,> 350 i <= 500 euros/mes
Municipi,17147,Ripoll,2014,gener-desembre,222,333.99,<= 350 euros/mes
Municipi,25186,Riner,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,43126,"Riera de Gaià, la",2014,gener-desembre,16,428.21,> 350 i <= 500 euros/mes
Municipi,17146,Riells i Viabrea,2014,gener-desembre,44,483.65,> 350 i <= 500 euros/mes
Municipi,17145,Ribes de Freser,2014,gener-desembre,11,331.82,<= 350 euros/mes
Municipi,25185,Ribera d'Urgellet,2014,gener-desembre,6,341.67,<= 350 euros/mes
Municipi,25905,Ribera d'Ondara,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,43125,Riba-roja d'Ebre,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,43124,"Riba, la",2014,gener-desembre,5,,<= 350 euros/mes
Municipi,25183,Rialp,2014,gener-desembre,14,278.50,<= 350 euros/mes
Municipi,43123,Reus,2014,gener-desembre,2602,373.84,> 350 i <= 500 euros/mes
Municipi,08179,Rellinars,2014,gener-desembre,8,556.88,> 500 i <= 650 euros/mes
Municipi,17144,Regencós,2014,gener-desembre,1,,> 350 i <= 500 euros/mes
Municipi,43121,Rasquera,2014,gener-desembre,4,,> 350 i <= 500 euros/mes
Municipi,08178,Rajadell,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,17143,Rabós,2014,gener-desembre,2,,> 500 i <= 650 euros/mes
Municipi,43120,Querol,2014,gener-desembre,2,,> 350 i <= 500 euros/mes
Municipi,17043,Queralbs,2014,gener-desembre,1,,> 350 i <= 500 euros/mes
Municipi,17142,Quart,2014,gener-desembre,37,577.19,> 500 i <= 650 euros/mes
Municipi,25182,Puigverd de Lleida,2014,gener-desembre,3,,> 350 i <= 500 euros/mes
Municipi,25181,Puigverd d'Agramunt,2014,gener-desembre,2,,> 350 i <= 500 euros/mes
Municipi,08175,Puig-reig,2014,gener-desembre,43,307.37,<= 350 euros/mes
Municipi,43119,Puigpelat,2014,gener-desembre,17,426.76,> 350 i <= 500 euros/mes
Municipi,25180,Puiggròs,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,08174,Puigdàlber,2014,gener-desembre,6,428.33,> 350 i <= 500 euros/mes
Municipi,17141,Puigcerdà,2014,gener-desembre,242,442.92,> 350 i <= 500 euros/mes
Municipi,25179,Prullans,2014,gener-desembre,5,,> 500 i <= 650 euros/mes
Municipi,17139,"Preses, les",2014,gener-desembre,21,361.26,> 350 i <= 500 euros/mes
Municipi,08172,Premià de Mar,2014,gener-desembre,730,586.39,> 500 i <= 650 euros/mes
Municipi,08230,Premià de Dalt,2014,gener-desembre,147,744.02,> 650 euros/mes
Municipi,25177,Preixens,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,25176,Preixana,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,25175,Prats i Sansor,2014,gener-desembre,5,,> 650 euros/mes
Municipi,08170,"Prats de Rei, els",2014,gener-desembre,3,,<= 350 euros/mes
Municipi,08171,Prats de Lluçanès,2014,gener-desembre,23,340.90,<= 350 euros/mes
Municipi,43118,Pratdip,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,08169,"Prat de Llobregat, el",2014,gener-desembre,755,577.10,> 500 i <= 650 euros/mes
Municipi,43116,Prades,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,25174,"Portella, la",2014,gener-desembre,6,390.67,> 350 i <= 500 euros/mes
Municipi,17138,Portbou,2014,gener-desembre,5,,<= 350 euros/mes
Municipi,17140,"Port de la Selva, el",2014,gener-desembre,25,401.56,> 350 i <= 500 euros/mes
Municipi,43114,Porrera,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,17137,Porqueres,2014,gener-desembre,29,518.72,> 500 i <= 650 euros/mes
Municipi,25172,Ponts,2014,gener-desembre,23,321.71,<= 350 euros/mes
Municipi,17136,Pontós,2014,gener-desembre,3,,> 500 i <= 650 euros/mes
Municipi,08168,Pontons,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,08182,"Pont de Vilomara i Rocafort, el",2014,gener-desembre,50,338.46,<= 350 euros/mes
Municipi,25173,"Pont de Suert, el",2014,gener-desembre,16,321.88,<= 350 euros/mes
Municipi,17135,Pont de Molins,2014,gener-desembre,6,433.33,> 350 i <= 500 euros/mes
Municipi,43113,"Pont d'Armentera, el",2014,gener-desembre,4,,<= 350 euros/mes
Municipi,08167,Polinyà,2014,gener-desembre,69,517.46,> 500 i <= 650 euros/mes
Municipi,25171,"Pobla de Segur, la",2014,gener-desembre,30,253.76,<= 350 euros/mes
Municipi,43111,"Pobla de Montornès, la",2014,gener-desembre,39,422.51,> 350 i <= 500 euros/mes
Municipi,43110,"Pobla de Massaluca, la",2014,gener-desembre,1,,<= 350 euros/mes
Municipi,43109,"Pobla de Mafumet, la",2014,gener-desembre,75,392.75,> 350 i <= 500 euros/mes
Municipi,08166,"Pobla de Lillet, la",2014,gener-desembre,8,271.63,<= 350 euros/mes
Municipi,08165,"Pobla de Claramunt, la",2014,gener-desembre,10,413.00,> 350 i <= 500 euros/mes
Municipi,25169,"Pobla de Cérvoles, la",2014,gener-desembre,1,,> 500 i <= 650 euros/mes
Municipi,25168,"Poal, el",2014,gener-desembre,6,404.17,> 350 i <= 500 euros/mes
Municipi,17134,Planoles,2014,gener-desembre,4,,> 350 i <= 500 euros/mes
Municipi,17133,"Planes d'Hostoles, les",2014,gener-desembre,12,428.33,> 350 i <= 500 euros/mes
Municipi,08164,"Pla del Penedès, el",2014,gener-desembre,9,372.22,> 350 i <= 500 euros/mes
Municipi,43108,"Pla de Santa Maria, el",2014,gener-desembre,38,356.36,> 350 i <= 500 euros/mes
Municipi,43107,Pira,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,25167,Pinós,2014,gener-desembre,1,,> 350 i <= 500 euros/mes
Municipi,43106,"Pinell de Brai, el",2014,gener-desembre,3,,<= 350 euros/mes
Municipi,08163,Pineda de Mar,2014,gener-desembre,653,443.07,> 350 i <= 500 euros/mes
Municipi,43105,"Piles, les",2014,gener-desembre,1,,> 500 i <= 650 euros/mes
Municipi,08161,Piera,2014,gener-desembre,215,446.93,> 350 i <= 500 euros/mes
Municipi,43104,"Perelló, el",2014,gener-desembre,6,278.76,<= 350 euros/mes
Municipi,25165,Peramola,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,17132,Peralada,2014,gener-desembre,66,546.18,> 500 i <= 650 euros/mes
Municipi,43103,Perafort,2014,gener-desembre,25,416.12,> 350 i <= 500 euros/mes
Municipi,08160,Perafita,2014,gener-desembre,3,,<= 350 euros/mes
Municipi,17130,"Pera, la",2014,gener-desembre,2,,> 500 i <= 650 euros/mes
Municipi,17128,Pau,2014,gener-desembre,3,,> 350 i <= 500 euros/mes
Municipi,43101,Passanant i Belltall,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,17126,Parlavà,2014,gener-desembre,1,,> 500 i <= 650 euros/mes
Municipi,08159,Parets del Vallès,2014,gener-desembre,271,534.07,> 500 i <= 650 euros/mes
Municipi,17125,Pardines,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,08158,"Papiol, el",2014,gener-desembre,59,577.12,> 500 i <= 650 euros/mes
Municipi,17124,Pals,2014,gener-desembre,17,534.59,> 500 i <= 650 euros/mes
Municipi,17123,Palol de Revardit,2014,gener-desembre,2,,> 500 i <= 650 euros/mes
Municipi,43099,"Palma d'Ebre, la",2014,gener-desembre,1,,<= 350 euros/mes
Municipi,08905,"Palma de Cervelló, la",2014,gener-desembre,64,556.03,> 500 i <= 650 euros/mes
Municipi,08157,Pallejà,2014,gener-desembre,130,596.71,> 500 i <= 650 euros/mes
Municipi,43100,"Pallaresos, els",2014,gener-desembre,25,469.91,> 350 i <= 500 euros/mes
Municipi,08156,Palau-solità i Plegamans,2014,gener-desembre,142,572.25,> 500 i <= 650 euros/mes
Municipi,17120,Palau-saverdera,2014,gener-desembre,7,432.29,> 350 i <= 500 euros/mes
Municipi,17121,Palau-sator,2014,gener-desembre,5,,> 350 i <= 500 euros/mes
Municipi,25158,"Palau d'Anglesola, el",2014,gener-desembre,19,313.16,<= 350 euros/mes
Municipi,17118,Palamós,2014,gener-desembre,265,447.82,> 350 i <= 500 euros/mes
Municipi,17117,Palafrugell,2014,gener-desembre,443,393.98,> 350 i <= 500 euros/mes
Municipi,08155,Palafolls,2014,gener-desembre,123,420.18,> 350 i <= 500 euros/mes
Municipi,08154,Pacs del Penedès,2014,gener-desembre,10,519.80,> 500 i <= 650 euros/mes
Municipi,17116,Osor,2014,gener-desembre,3,,> 350 i <= 500 euros/mes
Municipi,25156,Os de Balaguer,2014,gener-desembre,13,353.43,> 350 i <= 500 euros/mes
Municipi,08153,Òrrius,2014,gener-desembre,16,436.56,> 350 i <= 500 euros/mes
Municipi,08152,Orpí,2014,gener-desembre,2,,<= 350 euros/mes
Municipi,08151,Oristà,2014,gener-desembre,1,,> 350 i <= 500 euros/mes
Municipi,08150,Orís,2014,gener-desembre,3,,> 350 i <= 500 euros/mes
Municipi,25155,Organyà,2014,gener-desembre,3,,> 350 i <= 500 euros/mes
Municipi,17115,Ordis,2014,gener-desembre,1,,> 650 euros/mes
Municipi,08144,Olvan,2014,gener-desembre,18,267.22,<= 350 euros/mes
Municipi,25152,"Oluges, les",2014,gener-desembre,1,,<= 350 euros/mes
Municipi,17114,Olot,2014,gener-desembre,944,348.36,<= 350 euros/mes
Municipi,08149,Olost,2014,gener-desembre,5,,> 350 i <= 500 euros/mes
Municipi,08148,Olivella,2014,gener-desembre,63,695.32,> 650 euros/mes
Municipi,25151,Olius,2014,gener-desembre,4,,> 350 i <= 500 euros/mes
Municipi,25149,Oliana,2014,gener-desembre,11,280.00,<= 350 euros/mes
Municipi,08147,Olesa de Montserrat,2014,gener-desembre,421,447.96,> 350 i <= 500 euros/mes
Municipi,08146,Olesa de Bonesvalls,2014,gener-desembre,14,590.06,> 500 i <= 650 euros/mes
Municipi,08145,Olèrdola,2014,gener-desembre,24,532.62,> 500 i <= 650 euros/mes
Municipi,17112,Ogassa,2014,gener-desembre,1,,> 350 i <= 500 euros/mes
Municipi,08143,Òdena,2014,gener-desembre,38,390.00,> 350 i <= 500 euros/mes
Municipi,25148,Odèn,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,43098,Nulles,2014,gener-desembre,7,438.57,> 350 i <= 500 euros/mes
Municipi,43097,"Nou de Gaià, la",2014,gener-desembre,6,389.17,> 350 i <= 500 euros/mes
Municipi,25146,Navès,2014,gener-desembre,1,,<= 350 euros/mes
Municipi,17111,Navata,2014,gener-desembre,29,583.16,> 500 i <= 650 euros/mes
